Index,UNIQUE_SUBJECT_UID,Task,Train,Test,Congruency,Ratio,Validation Accuracy
154,size_equate_1_175,size,Average Diameter,Convex Hull,0,71,1.0
155,size_equate_1_176,size,Average Diameter,Convex Hull,0,71,1.0
156,size_equate_1_177,size,Average Diameter,Convex Hull,0,71,1.0
157,size_equate_1_178,size,Average Diameter,Convex Hull,0,71,0.7
158,size_equate_1_179,size,Average Diameter,Convex Hull,0,71,0.9
159,size_equate_1_180,size,Average Diameter,Convex Hull,0,71,0.95
160,size_equate_1_161,size,Average Diameter,Convex Hull,1,75,1.0
161,size_equate_1_162,size,Average Diameter,Convex Hull,1,75,0.9
162,size_equate_1_163,size,Average Diameter,Convex Hull,1,75,1.0
163,size_equate_1_164,size,Average Diameter,Convex Hull,1,75,1.0
164,size_equate_1_165,size,Average Diameter,Convex Hull,1,75,1.0
165,size_equate_1_166,size,Average Diameter,Convex Hull,1,75,1.0
166,size_equate_1_167,size,Average Diameter,Convex Hull,1,75,1.0
167,size_equate_1_168,size,Average Diameter,Convex Hull,1,75,1.0
168,size_equate_1_169,size,Average Diameter,Convex Hull,1,75,1.0
169,size_equate_1_170,size,Average Diameter,Convex Hull,1,75,1.0
170,size_equate_1_171,size,Average Diameter,Convex Hull,1,75,1.0
171,size_equate_1_172,size,Average Diameter,Convex Hull,1,75,1.0
172,size_equate_1_173,size,Average Diameter,Convex Hull,1,75,1.0
173,size_equate_1_174,size,Average Diameter,Convex Hull,1,75,0.9
174,size_equate_1_175,size,Average Diameter,Convex Hull,1,75,1.0
175,size_equate_1_176,size,Average Diameter,Convex Hull,1,75,1.0
176,size_equate_1_177,size,Average Diameter,Convex Hull,1,75,0.0
177,size_equate_1_178,size,Average Diameter,Convex Hull,1,75,1.0
178,size_equate_1_179,size,Average Diameter,Convex Hull,1,75,1.0
179,size_equate_1_180,size,Average Diameter,Convex Hull,1,75,1.0
180,size_equate_1_161,size,Average Diameter,Convex Hull,0,75,1.0
181,size_equate_1_162,size,Average Diameter,Convex Hull,0,75,1.0
182,size_equate_1_163,size,Average Diameter,Convex Hull,0,75,0.9
183,size_equate_1_164,size,Average Diameter,Convex Hull,0,75,0.9
184,size_equate_1_165,size,Average Diameter,Convex Hull,0,75,1.0
185,size_equate_1_166,size,Average Diameter,Convex Hull,0,75,1.0
186,size_equate_1_167,size,Average Diameter,Convex Hull,0,75,1.0
187,size_equate_1_168,size,Average Diameter,Convex Hull,0,75,1.0
188,size_equate_1_169,size,Average Diameter,Convex Hull,0,75,1.0
189,size_equate_1_170,size,Average Diameter,Convex Hull,0,75,1.0
190,size_equate_1_171,size,Average Diameter,Convex Hull,0,75,1.0
191,size_equate_1_172,size,Average Diameter,Convex Hull,0,75,1.0
192,size_equate_1_173,size,Average Diameter,Convex Hull,0,75,1.0
193,size_equate_1_174,size,Average Diameter,Convex Hull,0,75,1.0
194,size_equate_1_175,size,Average Diameter,Convex Hull,0,75,1.0
195,size_equate_1_176,size,Average Diameter,Convex Hull,0,75,1.0
196,size_equate_1_177,size,Average Diameter,Convex Hull,0,75,1.0
197,size_equate_1_178,size,Average Diameter,Convex Hull,0,75,0.9
198,size_equate_1_179,size,Average Diameter,Convex Hull,0,75,0.95
199,size_equate_1_180,size,Average Diameter,Convex Hull,0,75,1.0
200,size_equate_1_161,size,Average Diameter,Convex Hull,1,86,0.95
201,size_equate_1_162,size,Average Diameter,Convex Hull,1,86,0.55
202,size_equate_1_163,size,Average Diameter,Convex Hull,1,86,0.95
203,size_equate_1_164,size,Average Diameter,Convex Hull,1,86,0.9
204,size_equate_1_165,size,Average Diameter,Convex Hull,1,86,0.9
205,size_equate_1_166,size,Average Diameter,Convex Hull,1,86,0.8
206,size_equate_1_167,size,Average Diameter,Convex Hull,1,86,0.85
207,size_equate_1_168,size,Average Diameter,Convex Hull,1,86,0.95
208,size_equate_1_169,size,Average Diameter,Convex Hull,1,86,0.85
209,size_equate_1_170,size,Average Diameter,Convex Hull,1,86,0.9
210,size_equate_1_171,size,Average Diameter,Convex Hull,1,86,0.85
211,size_equate_1_172,size,Average Diameter,Convex Hull,1,86,0.8
212,size_equate_1_173,size,Average Diameter,Convex Hull,1,86,0.85
213,size_equate_1_174,size,Average Diameter,Convex Hull,1,86,0.65
214,size_equate_1_175,size,Average Diameter,Convex Hull,1,86,0.7
215,size_equate_1_176,size,Average Diameter,Convex Hull,1,86,0.7
216,size_equate_1_177,size,Average Diameter,Convex Hull,1,86,0.0
217,size_equate_1_178,size,Average Diameter,Convex Hull,1,86,0.95
218,size_equate_1_179,size,Average Diameter,Convex Hull,1,86,0.95
219,size_equate_1_180,size,Average Diameter,Convex Hull,1,86,0.9
220,size_equate_1_161,size,Average Diameter,Convex Hull,0,86,1.0
221,size_equate_1_162,size,Average Diameter,Convex Hull,0,86,1.0
222,size_equate_1_163,size,Average Diameter,Convex Hull,0,86,0.9
223,size_equate_1_164,size,Average Diameter,Convex Hull,0,86,0.8
224,size_equate_1_165,size,Average Diameter,Convex Hull,0,86,1.0
225,size_equate_1_166,size,Average Diameter,Convex Hull,0,86,1.0
226,size_equate_1_167,size,Average Diameter,Convex Hull,0,86,1.0
227,size_equate_1_168,size,Average Diameter,Convex Hull,0,86,1.0
228,size_equate_1_169,size,Average Diameter,Convex Hull,0,86,1.0
229,size_equate_1_170,size,Average Diameter,Convex Hull,0,86,0.95
230,size_equate_1_171,size,Average Diameter,Convex Hull,0,86,1.0
231,size_equate_1_172,size,Average Diameter,Convex Hull,0,86,0.95
232,size_equate_1_173,size,Average Diameter,Convex Hull,0,86,1.0
233,size_equate_1_174,size,Average Diameter,Convex Hull,0,86,1.0
234,size_equate_1_175,size,Average Diameter,Convex Hull,0,86,1.0
235,size_equate_1_176,size,Average Diameter,Convex Hull,0,86,1.0
236,size_equate_1_177,size,Average Diameter,Convex Hull,0,86,1.0
237,size_equate_1_178,size,Average Diameter,Convex Hull,0,86,0.7
238,size_equate_1_179,size,Average Diameter,Convex Hull,0,86,0.8
239,size_equate_1_180,size,Average Diameter,Convex Hull,0,86,0.9
0,size_equate_1_161,size,Average Diameter,Total Surface Area,1,50,1.0
1,size_equate_1_162,size,Average Diameter,Total Surface Area,1,50,0.95
2,size_equate_1_163,size,Average Diameter,Total Surface Area,1,50,0.95
3,size_equate_1_164,size,Average Diameter,Total Surface Area,1,50,1.0
4,size_equate_1_165,size,Average Diameter,Total Surface Area,1,50,1.0
5,size_equate_1_166,size,Average Diameter,Total Surface Area,1,50,1.0
6,size_equate_1_167,size,Average Diameter,Total Surface Area,1,50,1.0
7,size_equate_1_168,size,Average Diameter,Total Surface Area,1,50,1.0
8,size_equate_1_169,size,Average Diameter,Total Surface Area,1,50,1.0
9,size_equate_1_170,size,Average Diameter,Total Surface Area,1,50,1.0
10,size_equate_1_171,size,Average Diameter,Total Surface Area,1,50,1.0
11,size_equate_1_172,size,Average Diameter,Total Surface Area,1,50,1.0
12,size_equate_1_173,size,Average Diameter,Total Surface Area,1,50,1.0
13,size_equate_1_174,size,Average Diameter,Total Surface Area,1,50,1.0
14,size_equate_1_175,size,Average Diameter,Total Surface Area,1,50,1.0
15,size_equate_1_176,size,Average Diameter,Total Surface Area,1,50,1.0
16,size_equate_1_177,size,Average Diameter,Total Surface Area,1,50,0.55
17,size_equate_1_178,size,Average Diameter,Total Surface Area,1,50,1.0
18,size_equate_1_179,size,Average Diameter,Total Surface Area,1,50,1.0
19,size_equate_1_180,size,Average Diameter,Total Surface Area,1,50,1.0
20,size_equate_1_161,size,Average Diameter,Total Surface Area,0,50,1.0
21,size_equate_1_162,size,Average Diameter,Total Surface Area,0,50,0.85
22,size_equate_1_163,size,Average Diameter,Total Surface Area,0,50,1.0
23,size_equate_1_164,size,Average Diameter,Total Surface Area,0,50,0.95
24,size_equate_1_165,size,Average Diameter,Total Surface Area,0,50,0.95
25,size_equate_1_166,size,Average Diameter,Total Surface Area,0,50,0.95
26,size_equate_1_167,size,Average Diameter,Total Surface Area,0,50,0.85
27,size_equate_1_168,size,Average Diameter,Total Surface Area,0,50,1.0
28,size_equate_1_169,size,Average Diameter,Total Surface Area,0,50,1.0
29,size_equate_1_170,size,Average Diameter,Total Surface Area,0,50,0.95
30,size_equate_1_171,size,Average Diameter,Total Surface Area,0,50,0.95
31,size_equate_1_172,size,Average Diameter,Total Surface Area,0,50,0.9
32,size_equate_1_173,size,Average Diameter,Total Surface Area,0,50,0.95
33,size_equate_1_174,size,Average Diameter,Total Surface Area,0,50,0.85
34,size_equate_1_175,size,Average Diameter,Total Surface Area,0,50,0.9
35,size_equate_1_176,size,Average Diameter,Total Surface Area,0,50,0.9
36,size_equate_1_177,size,Average Diameter,Total Surface Area,0,50,0.7
37,size_equate_1_178,size,Average Diameter,Total Surface Area,0,50,0.85
38,size_equate_1_179,size,Average Diameter,Total Surface Area,0,50,0.95
39,size_equate_1_180,size,Average Diameter,Total Surface Area,0,50,0.95
40,size_equate_1_161,size,Average Diameter,Total Surface Area,1,56,1.0
41,size_equate_1_162,size,Average Diameter,Total Surface Area,1,56,1.0
42,size_equate_1_163,size,Average Diameter,Total Surface Area,1,56,1.0
43,size_equate_1_164,size,Average Diameter,Total Surface Area,1,56,0.95
44,size_equate_1_165,size,Average Diameter,Total Surface Area,1,56,1.0
45,size_equate_1_166,size,Average Diameter,Total Surface Area,1,56,1.0
46,size_equate_1_167,size,Average Diameter,Total Surface Area,1,56,1.0
47,size_equate_1_168,size,Average Diameter,Total Surface Area,1,56,1.0
48,size_equate_1_169,size,Average Diameter,Total Surface Area,1,56,1.0
49,size_equate_1_170,size,Average Diameter,Total Surface Area,1,56,1.0
50,size_equate_1_171,size,Average Diameter,Total Surface Area,1,56,1.0
51,size_equate_1_172,size,Average Diameter,Total Surface Area,1,56,1.0
52,size_equate_1_173,size,Average Diameter,Total Surface Area,1,56,1.0
53,size_equate_1_174,size,Average Diameter,Total Surface Area,1,56,0.9
54,size_equate_1_175,size,Average Diameter,Total Surface Area,1,56,1.0
55,size_equate_1_176,size,Average Diameter,Total Surface Area,1,56,1.0
56,size_equate_1_177,size,Average Diameter,Total Surface Area,1,56,0.4
57,size_equate_1_178,size,Average Diameter,Total Surface Area,1,56,0.95
58,size_equate_1_179,size,Average Diameter,Total Surface Area,1,56,0.95
59,size_equate_1_180,size,Average Diameter,Total Surface Area,1,56,0.95
60,size_equate_1_161,size,Average Diameter,Total Surface Area,0,56,0.95
61,size_equate_1_162,size,Average Diameter,Total Surface Area,0,56,0.75
62,size_equate_1_163,size,Average Diameter,Total Surface Area,0,56,1.0
63,size_equate_1_164,size,Average Diameter,Total Surface Area,0,56,0.95
64,size_equate_1_165,size,Average Diameter,Total Surface Area,0,56,0.9
65,size_equate_1_166,size,Average Diameter,Total Surface Area,0,56,0.95
66,size_equate_1_167,size,Average Diameter,Total Surface Area,0,56,0.9
67,size_equate_1_168,size,Average Diameter,Total Surface Area,0,56,1.0
68,size_equate_1_169,size,Average Diameter,Total Surface Area,0,56,0.9
69,size_equate_1_170,size,Average Diameter,Total Surface Area,0,56,0.95
70,size_equate_1_171,size,Average Diameter,Total Surface Area,0,56,0.95
71,size_equate_1_172,size,Average Diameter,Total Surface Area,0,56,0.9
72,size_equate_1_173,size,Average Diameter,Total Surface Area,0,56,0.95
73,size_equate_1_174,size,Average Diameter,Total Surface Area,0,56,0.9
74,size_equate_1_175,size,Average Diameter,Total Surface Area,0,56,0.95
75,size_equate_1_176,size,Average Diameter,Total Surface Area,0,56,0.9
76,size_equate_1_177,size,Average Diameter,Total Surface Area,0,56,0.25
77,size_equate_1_178,size,Average Diameter,Total Surface Area,0,56,1.0
78,size_equate_1_179,size,Average Diameter,Total Surface Area,0,56,1.0
79,size_equate_1_180,size,Average Diameter,Total Surface Area,0,56,1.0
80,size_equate_1_161,size,Average Diameter,Total Surface Area,1,63,0.95
81,size_equate_1_162,size,Average Diameter,Total Surface Area,1,63,0.7
82,size_equate_1_163,size,Average Diameter,Total Surface Area,1,63,0.95
83,size_equate_1_164,size,Average Diameter,Total Surface Area,1,63,1.0
84,size_equate_1_165,size,Average Diameter,Total Surface Area,1,63,0.95
85,size_equate_1_166,size,Average Diameter,Total Surface Area,1,63,1.0
86,size_equate_1_167,size,Average Diameter,Total Surface Area,1,63,0.9
87,size_equate_1_168,size,Average Diameter,Total Surface Area,1,63,1.0
88,size_equate_1_169,size,Average Diameter,Total Surface Area,1,63,0.95
89,size_equate_1_170,size,Average Diameter,Total Surface Area,1,63,1.0
90,size_equate_1_171,size,Average Diameter,Total Surface Area,1,63,0.95
91,size_equate_1_172,size,Average Diameter,Total Surface Area,1,63,0.95
92,size_equate_1_173,size,Average Diameter,Total Surface Area,1,63,0.95
93,size_equate_1_174,size,Average Diameter,Total Surface Area,1,63,0.75
94,size_equate_1_175,size,Average Diameter,Total Surface Area,1,63,1.0
95,size_equate_1_176,size,Average Diameter,Total Surface Area,1,63,0.9
96,size_equate_1_177,size,Average Diameter,Total Surface Area,1,63,0.45
97,size_equate_1_178,size,Average Diameter,Total Surface Area,1,63,0.85
98,size_equate_1_179,size,Average Diameter,Total Surface Area,1,63,1.0
99,size_equate_1_180,size,Average Diameter,Total Surface Area,1,63,1.0
100,size_equate_1_161,size,Average Diameter,Total Surface Area,0,63,0.95
101,size_equate_1_162,size,Average Diameter,Total Surface Area,0,63,0.8
102,size_equate_1_163,size,Average Diameter,Total Surface Area,0,63,1.0
103,size_equate_1_164,size,Average Diameter,Total Surface Area,0,63,0.9
104,size_equate_1_165,size,Average Diameter,Total Surface Area,0,63,0.95
105,size_equate_1_166,size,Average Diameter,Total Surface Area,0,63,0.9
106,size_equate_1_167,size,Average Diameter,Total Surface Area,0,63,0.85
107,size_equate_1_168,size,Average Diameter,Total Surface Area,0,63,0.95
108,size_equate_1_169,size,Average Diameter,Total Surface Area,0,63,0.95
109,size_equate_1_170,size,Average Diameter,Total Surface Area,0,63,0.9
110,size_equate_1_171,size,Average Diameter,Total Surface Area,0,63,0.95
111,size_equate_1_172,size,Average Diameter,Total Surface Area,0,63,0.9
112,size_equate_1_173,size,Average Diameter,Total Surface Area,0,63,0.85
113,size_equate_1_174,size,Average Diameter,Total Surface Area,0,63,0.75
114,size_equate_1_175,size,Average Diameter,Total Surface Area,0,63,0.85
115,size_equate_1_176,size,Average Diameter,Total Surface Area,0,63,0.85
116,size_equate_1_177,size,Average Diameter,Total Surface Area,0,63,0.55
117,size_equate_1_178,size,Average Diameter,Total Surface Area,0,63,0.85
118,size_equate_1_179,size,Average Diameter,Total Surface Area,0,63,0.95
119,size_equate_1_180,size,Average Diameter,Total Surface Area,0,63,0.95
120,size_equate_1_161,size,Average Diameter,Total Surface Area,1,71,0.95
121,size_equate_1_162,size,Average Diameter,Total Surface Area,1,71,0.85
122,size_equate_1_163,size,Average Diameter,Total Surface Area,1,71,0.95
123,size_equate_1_164,size,Average Diameter,Total Surface Area,1,71,0.95
124,size_equate_1_165,size,Average Diameter,Total Surface Area,1,71,1.0
125,size_equate_1_166,size,Average Diameter,Total Surface Area,1,71,1.0
126,size_equate_1_167,size,Average Diameter,Total Surface Area,1,71,0.9
127,size_equate_1_168,size,Average Diameter,Total Surface Area,1,71,1.0
128,size_equate_1_169,size,Average Diameter,Total Surface Area,1,71,0.95
129,size_equate_1_170,size,Average Diameter,Total Surface Area,1,71,1.0
130,size_equate_1_171,size,Average Diameter,Total Surface Area,1,71,0.85
131,size_equate_1_172,size,Average Diameter,Total Surface Area,1,71,1.0
132,size_equate_1_173,size,Average Diameter,Total Surface Area,1,71,1.0
133,size_equate_1_174,size,Average Diameter,Total Surface Area,1,71,0.8
134,size_equate_1_175,size,Average Diameter,Total Surface Area,1,71,1.0
135,size_equate_1_176,size,Average Diameter,Total Surface Area,1,71,0.9
136,size_equate_1_177,size,Average Diameter,Total Surface Area,1,71,0.55
137,size_equate_1_178,size,Average Diameter,Total Surface Area,1,71,0.75
138,size_equate_1_179,size,Average Diameter,Total Surface Area,1,71,0.95
139,size_equate_1_180,size,Average Diameter,Total Surface Area,1,71,0.95
140,size_equate_1_161,size,Average Diameter,Total Surface Area,0,71,0.9
141,size_equate_1_162,size,Average Diameter,Total Surface Area,0,71,0.65
142,size_equate_1_163,size,Average Diameter,Total Surface Area,0,71,0.9
143,size_equate_1_164,size,Average Diameter,Total Surface Area,0,71,0.95
144,size_equate_1_165,size,Average Diameter,Total Surface Area,0,71,0.85
145,size_equate_1_166,size,Average Diameter,Total Surface Area,0,71,0.85
146,size_equate_1_167,size,Average Diameter,Total Surface Area,0,71,0.75
147,size_equate_1_168,size,Average Diameter,Total Surface Area,0,71,0.8
148,size_equate_1_169,size,Average Diameter,Total Surface Area,0,71,0.95
149,size_equate_1_170,size,Average Diameter,Total Surface Area,0,71,0.9
150,size_equate_1_171,size,Average Diameter,Total Surface Area,0,71,0.9
151,size_equate_1_172,size,Average Diameter,Total Surface Area,0,71,0.8
152,size_equate_1_173,size,Average Diameter,Total Surface Area,0,71,0.8
153,size_equate_1_174,size,Average Diameter,Total Surface Area,0,71,0.8
154,size_equate_1_175,size,Average Diameter,Total Surface Area,0,71,0.85
155,size_equate_1_176,size,Average Diameter,Total Surface Area,0,71,0.8
156,size_equate_1_177,size,Average Diameter,Total Surface Area,0,71,0.35
157,size_equate_1_178,size,Average Diameter,Total Surface Area,0,71,0.7
158,size_equate_1_179,size,Average Diameter,Total Surface Area,0,71,0.95
159,size_equate_1_180,size,Average Diameter,Total Surface Area,0,71,0.95
160,size_equate_1_161,size,Average Diameter,Total Surface Area,1,75,0.95
161,size_equate_1_162,size,Average Diameter,Total Surface Area,1,75,0.85
162,size_equate_1_163,size,Average Diameter,Total Surface Area,1,75,1.0
163,size_equate_1_164,size,Average Diameter,Total Surface Area,1,75,0.9
164,size_equate_1_165,size,Average Diameter,Total Surface Area,1,75,0.95
165,size_equate_1_166,size,Average Diameter,Total Surface Area,1,75,0.95
166,size_equate_1_167,size,Average Diameter,Total Surface Area,1,75,0.9
167,size_equate_1_168,size,Average Diameter,Total Surface Area,1,75,0.95
168,size_equate_1_169,size,Average Diameter,Total Surface Area,1,75,0.95
169,size_equate_1_170,size,Average Diameter,Total Surface Area,1,75,0.95
170,size_equate_1_171,size,Average Diameter,Total Surface Area,1,75,0.9
171,size_equate_1_172,size,Average Diameter,Total Surface Area,1,75,0.95
172,size_equate_1_173,size,Average Diameter,Total Surface Area,1,75,0.95
173,size_equate_1_174,size,Average Diameter,Total Surface Area,1,75,0.8
174,size_equate_1_175,size,Average Diameter,Total Surface Area,1,75,0.95
175,size_equate_1_176,size,Average Diameter,Total Surface Area,1,75,0.95
176,size_equate_1_177,size,Average Diameter,Total Surface Area,1,75,0.6
