,UNIQUE_SUBJECT_UID,Task,Train,Test,Generations,Congruity,Ratio,Validation Accuracy
60,count-size_equate_2_581,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.35
61,count-size_equate_2_582,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.65
62,count-size_equate_2_583,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.65
63,count-size_equate_2_584,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.9
64,count-size_equate_2_585,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.35
65,count-size_equate_2_586,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.65
66,count-size_equate_2_587,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.35
67,count-size_equate_2_588,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.65
68,count-size_equate_2_589,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.65
69,count-size_equate_2_590,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.8
70,count-size_equate_2_591,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.45
71,count-size_equate_2_592,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.65
72,count-size_equate_2_593,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.65
73,count-size_equate_2_594,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.4
74,count-size_equate_2_595,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.35
76,count-size_equate_2_597,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.65
77,count-size_equate_2_598,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.6
78,count-size_equate_2_599,count-size,TS-controlled,AD-controlled,30,Incongruent,56,0.35
80,count-size_equate_2_581,count-size,TS-controlled,AD-controlled,30,Congruent,63,0.65
81,count-size_equate_2_582,count-size,TS-controlled,AD-controlled,30,Congruent,63,0.35
82,count-size_equate_2_583,count-size,TS-controlled,AD-controlled,30,Congruent,63,0.35
83,count-size_equate_2_584,count-size,TS-controlled,AD-controlled,30,Congruent,63,1.0
84,count-size_equate_2_585,count-size,TS-controlled,AD-controlled,30,Congruent,63,0.65
85,count-size_equate_2_586,count-size,TS-controlled,AD-controlled,30,Congruent,63,0.35
86,count-size_equate_2_587,count-size,TS-controlled,AD-controlled,30,Congruent,63,0.65
87,count-size_equate_2_588,count-size,TS-controlled,AD-controlled,30,Congruent,63,0.8
88,count-size_equate_2_589,count-size,TS-controlled,AD-controlled,30,Congruent,63,0.35
89,count-size_equate_2_590,count-size,TS-controlled,AD-controlled,30,Congruent,63,1.0
90,count-size_equate_2_591,count-size,TS-controlled,AD-controlled,30,Congruent,63,1.0
91,count-size_equate_2_592,count-size,TS-controlled,AD-controlled,30,Congruent,63,0.35
92,count-size_equate_2_593,count-size,TS-controlled,AD-controlled,30,Congruent,63,1.0
93,count-size_equate_2_594,count-size,TS-controlled,AD-controlled,30,Congruent,63,1.0
94,count-size_equate_2_595,count-size,TS-controlled,AD-controlled,30,Congruent,63,0.65
96,count-size_equate_2_597,count-size,TS-controlled,AD-controlled,30,Congruent,63,0.35
97,count-size_equate_2_598,count-size,TS-controlled,AD-controlled,30,Congruent,63,1.0
98,count-size_equate_2_599,count-size,TS-controlled,AD-controlled,30,Congruent,63,0.65
100,count-size_equate_2_581,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.35
101,count-size_equate_2_582,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.65
102,count-size_equate_2_583,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.65
103,count-size_equate_2_584,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.95
104,count-size_equate_2_585,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.35
105,count-size_equate_2_586,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.65
106,count-size_equate_2_587,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.35
107,count-size_equate_2_588,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.65
108,count-size_equate_2_589,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.65
109,count-size_equate_2_590,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.75
110,count-size_equate_2_591,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.6
111,count-size_equate_2_592,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.65
112,count-size_equate_2_593,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.75
113,count-size_equate_2_594,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.5
114,count-size_equate_2_595,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.35
116,count-size_equate_2_597,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.65
117,count-size_equate_2_598,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.65
118,count-size_equate_2_599,count-size,TS-controlled,AD-controlled,30,Incongruent,63,0.35
120,count-size_equate_2_581,count-size,TS-controlled,AD-controlled,30,Congruent,71,0.65
121,count-size_equate_2_582,count-size,TS-controlled,AD-controlled,30,Congruent,71,0.35
122,count-size_equate_2_583,count-size,TS-controlled,AD-controlled,30,Congruent,71,0.35
123,count-size_equate_2_584,count-size,TS-controlled,AD-controlled,30,Congruent,71,1.0
124,count-size_equate_2_585,count-size,TS-controlled,AD-controlled,30,Congruent,71,0.65
125,count-size_equate_2_586,count-size,TS-controlled,AD-controlled,30,Congruent,71,0.35
126,count-size_equate_2_587,count-size,TS-controlled,AD-controlled,30,Congruent,71,0.65
127,count-size_equate_2_588,count-size,TS-controlled,AD-controlled,30,Congruent,71,0.45
128,count-size_equate_2_589,count-size,TS-controlled,AD-controlled,30,Congruent,71,0.35
129,count-size_equate_2_590,count-size,TS-controlled,AD-controlled,30,Congruent,71,1.0
130,count-size_equate_2_591,count-size,TS-controlled,AD-controlled,30,Congruent,71,1.0
131,count-size_equate_2_592,count-size,TS-controlled,AD-controlled,30,Congruent,71,0.35
132,count-size_equate_2_593,count-size,TS-controlled,AD-controlled,30,Congruent,71,1.0
133,count-size_equate_2_594,count-size,TS-controlled,AD-controlled,30,Congruent,71,1.0
134,count-size_equate_2_595,count-size,TS-controlled,AD-controlled,30,Congruent,71,0.65
136,count-size_equate_2_597,count-size,TS-controlled,AD-controlled,30,Congruent,71,0.35
137,count-size_equate_2_598,count-size,TS-controlled,AD-controlled,30,Congruent,71,1.0
138,count-size_equate_2_599,count-size,TS-controlled,AD-controlled,30,Congruent,71,0.65
140,count-size_equate_2_581,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.35
141,count-size_equate_2_582,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.65
142,count-size_equate_2_583,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.65
143,count-size_equate_2_584,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.6
144,count-size_equate_2_585,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.35
145,count-size_equate_2_586,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.65
146,count-size_equate_2_587,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.35
147,count-size_equate_2_588,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.65
148,count-size_equate_2_589,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.65
149,count-size_equate_2_590,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.55
150,count-size_equate_2_591,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.25
151,count-size_equate_2_592,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.65
152,count-size_equate_2_593,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.4
153,count-size_equate_2_594,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.25
154,count-size_equate_2_595,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.35
156,count-size_equate_2_597,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.65
157,count-size_equate_2_598,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.5
158,count-size_equate_2_599,count-size,TS-controlled,AD-controlled,30,Incongruent,71,0.35
160,count-size_equate_2_581,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.65
161,count-size_equate_2_582,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.35
162,count-size_equate_2_583,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.35
163,count-size_equate_2_584,count-size,TS-controlled,AD-controlled,30,Congruent,75,1.0
164,count-size_equate_2_585,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.65
165,count-size_equate_2_586,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.35
166,count-size_equate_2_587,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.65
167,count-size_equate_2_588,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.45
168,count-size_equate_2_589,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.35
169,count-size_equate_2_590,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.9
170,count-size_equate_2_591,count-size,TS-controlled,AD-controlled,30,Congruent,75,1.0
171,count-size_equate_2_592,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.35
172,count-size_equate_2_593,count-size,TS-controlled,AD-controlled,30,Congruent,75,1.0
173,count-size_equate_2_594,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.95
174,count-size_equate_2_595,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.65
176,count-size_equate_2_597,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.35
177,count-size_equate_2_598,count-size,TS-controlled,AD-controlled,30,Congruent,75,1.0
178,count-size_equate_2_599,count-size,TS-controlled,AD-controlled,30,Congruent,75,0.65
180,count-size_equate_2_581,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.35
181,count-size_equate_2_582,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.65
182,count-size_equate_2_583,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.65
183,count-size_equate_2_584,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.85
184,count-size_equate_2_585,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.35
185,count-size_equate_2_586,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.65
186,count-size_equate_2_587,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.35
187,count-size_equate_2_588,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.65
188,count-size_equate_2_589,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.65
189,count-size_equate_2_590,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.7
190,count-size_equate_2_591,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.4
191,count-size_equate_2_592,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.65
192,count-size_equate_2_593,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.6
193,count-size_equate_2_594,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.35
194,count-size_equate_2_595,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.35
196,count-size_equate_2_597,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.65
197,count-size_equate_2_598,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.6
198,count-size_equate_2_599,count-size,TS-controlled,AD-controlled,30,Incongruent,75,0.35
200,count-size_equate_2_581,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.65
201,count-size_equate_2_582,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.35
202,count-size_equate_2_583,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.35
203,count-size_equate_2_584,count-size,TS-controlled,AD-controlled,30,Congruent,86,1.0
204,count-size_equate_2_585,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.65
205,count-size_equate_2_586,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.35
206,count-size_equate_2_587,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.65
207,count-size_equate_2_588,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.35
208,count-size_equate_2_589,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.35
209,count-size_equate_2_590,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.85
210,count-size_equate_2_591,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.85
211,count-size_equate_2_592,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.35
212,count-size_equate_2_593,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.95
213,count-size_equate_2_594,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.8
214,count-size_equate_2_595,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.65
216,count-size_equate_2_597,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.35
217,count-size_equate_2_598,count-size,TS-controlled,AD-controlled,30,Congruent,86,1.0
218,count-size_equate_2_599,count-size,TS-controlled,AD-controlled,30,Congruent,86,0.65
220,count-size_equate_2_581,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.35
221,count-size_equate_2_582,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.65
222,count-size_equate_2_583,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.65
223,count-size_equate_2_584,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.7
224,count-size_equate_2_585,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.35
225,count-size_equate_2_586,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.65
226,count-size_equate_2_587,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.35
227,count-size_equate_2_588,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.65
228,count-size_equate_2_589,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.65
229,count-size_equate_2_590,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.65
230,count-size_equate_2_591,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.45
231,count-size_equate_2_592,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.65
232,count-size_equate_2_593,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.4
233,count-size_equate_2_594,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.4
234,count-size_equate_2_595,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.3
236,count-size_equate_2_597,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.65
237,count-size_equate_2_598,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.3
238,count-size_equate_2_599,count-size,TS-controlled,AD-controlled,30,Incongruent,86,0.35
0,colors_equate_2_41,colors,TS-controlled,TS-controlled,3,Congruent,50,0.55
1,colors_equate_2_42,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
2,colors_equate_2_43,colors,TS-controlled,TS-controlled,3,Congruent,50,0.55
3,colors_equate_2_44,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
4,colors_equate_2_45,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
5,colors_equate_2_46,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
6,colors_equate_2_47,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
7,colors_equate_2_48,colors,TS-controlled,TS-controlled,3,Congruent,50,0.45
8,colors_equate_2_49,colors,TS-controlled,TS-controlled,3,Congruent,50,0.45
9,colors_equate_2_50,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
10,colors_equate_2_51,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
11,colors_equate_2_52,colors,TS-controlled,TS-controlled,3,Congruent,50,0.55
12,colors_equate_2_53,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
13,colors_equate_2_54,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
14,colors_equate_2_55,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
15,colors_equate_2_56,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
16,colors_equate_2_57,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
17,colors_equate_2_58,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
18,colors_equate_2_59,colors,TS-controlled,TS-controlled,3,Congruent,50,1.0
19,colors_equate_2_60,colors,TS-controlled,TS-controlled,3,Congruent,50,0.45
20,colors_equate_2_41,colors,TS-controlled,TS-controlled,3,Incongruent,50,0.5
21,colors_equate_2_42,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
22,colors_equate_2_43,colors,TS-controlled,TS-controlled,3,Incongruent,50,0.5
23,colors_equate_2_44,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
24,colors_equate_2_45,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
25,colors_equate_2_46,colors,TS-controlled,TS-controlled,3,Incongruent,50,0.95
26,colors_equate_2_47,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
27,colors_equate_2_48,colors,TS-controlled,TS-controlled,3,Incongruent,50,0.5
28,colors_equate_2_49,colors,TS-controlled,TS-controlled,3,Incongruent,50,0.5
29,colors_equate_2_50,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
30,colors_equate_2_51,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
31,colors_equate_2_52,colors,TS-controlled,TS-controlled,3,Incongruent,50,0.5
32,colors_equate_2_53,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
33,colors_equate_2_54,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
34,colors_equate_2_55,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
35,colors_equate_2_56,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
36,colors_equate_2_57,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
37,colors_equate_2_58,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
38,colors_equate_2_59,colors,TS-controlled,TS-controlled,3,Incongruent,50,1.0
39,colors_equate_2_60,colors,TS-controlled,TS-controlled,3,Incongruent,50,0.5
40,colors_equate_2_41,colors,TS-controlled,TS-controlled,3,Congruent,56,0.45
41,colors_equate_2_42,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
42,colors_equate_2_43,colors,TS-controlled,TS-controlled,3,Congruent,56,0.45
43,colors_equate_2_44,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
44,colors_equate_2_45,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
45,colors_equate_2_46,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
46,colors_equate_2_47,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
47,colors_equate_2_48,colors,TS-controlled,TS-controlled,3,Congruent,56,0.55
48,colors_equate_2_49,colors,TS-controlled,TS-controlled,3,Congruent,56,0.55
49,colors_equate_2_50,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
50,colors_equate_2_51,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
51,colors_equate_2_52,colors,TS-controlled,TS-controlled,3,Congruent,56,0.45
52,colors_equate_2_53,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
53,colors_equate_2_54,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
54,colors_equate_2_55,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
55,colors_equate_2_56,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
56,colors_equate_2_57,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
57,colors_equate_2_58,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
58,colors_equate_2_59,colors,TS-controlled,TS-controlled,3,Congruent,56,1.0
59,colors_equate_2_60,colors,TS-controlled,TS-controlled,3,Congruent,56,0.55
60,colors_equate_2_41,colors,TS-controlled,TS-controlled,3,Incongruent,56,0.5
61,colors_equate_2_42,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
62,colors_equate_2_43,colors,TS-controlled,TS-controlled,3,Incongruent,56,0.5
63,colors_equate_2_44,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
64,colors_equate_2_45,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
65,colors_equate_2_46,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
66,colors_equate_2_47,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
67,colors_equate_2_48,colors,TS-controlled,TS-controlled,3,Incongruent,56,0.5
68,colors_equate_2_49,colors,TS-controlled,TS-controlled,3,Incongruent,56,0.5
69,colors_equate_2_50,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
70,colors_equate_2_51,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
71,colors_equate_2_52,colors,TS-controlled,TS-controlled,3,Incongruent,56,0.5
72,colors_equate_2_53,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
73,colors_equate_2_54,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
74,colors_equate_2_55,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
75,colors_equate_2_56,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
76,colors_equate_2_57,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
77,colors_equate_2_58,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
78,colors_equate_2_59,colors,TS-controlled,TS-controlled,3,Incongruent,56,1.0
79,colors_equate_2_60,colors,TS-controlled,TS-controlled,3,Incongruent,56,0.5
80,colors_equate_2_41,colors,TS-controlled,TS-controlled,3,Congruent,63,0.6
81,colors_equate_2_42,colors,TS-controlled,TS-controlled,3,Congruent,63,1.0
82,colors_equate_2_43,colors,TS-controlled,TS-controlled,3,Congruent,63,0.6
83,colors_equate_2_44,colors,TS-controlled,TS-controlled,3,Congruent,63,1.0
84,colors_equate_2_45,colors,TS-controlled,TS-controlled,3,Congruent,63,1.0
85,colors_equate_2_46,colors,TS-controlled,TS-controlled,3,Congruent,63,0.95
86,colors_equate_2_47,colors,TS-controlled,TS-controlled,3,Congruent,63,0.95
87,colors_equate_2_48,colors,TS-controlled,TS-controlled,3,Congruent,63,0.4
88,colors_equate_2_49,colors,TS-controlled,TS-controlled,3,Congruent,63,0.4
89,colors_equate_2_50,colors,TS-controlled,TS-controlled,3,Congruent,63,1.0
90,colors_equate_2_51,colors,TS-controlled,TS-controlled,3,Congruent,63,1.0
91,colors_equate_2_52,colors,TS-controlled,TS-controlled,3,Congruent,63,0.6
92,colors_equate_2_53,colors,TS-controlled,TS-controlled,3,Congruent,63,1.0
93,colors_equate_2_54,colors,TS-controlled,TS-controlled,3,Congruent,63,0.95
94,colors_equate_2_55,colors,TS-controlled,TS-controlled,3,Congruent,63,1.0
95,colors_equate_2_56,colors,TS-controlled,TS-controlled,3,Congruent,63,1.0
96,colors_equate_2_57,colors,TS-controlled,TS-controlled,3,Congruent,63,1.0
97,colors_equate_2_58,colors,TS-controlled,TS-controlled,3,Congruent,63,1.0
98,colors_equate_2_59,colors,TS-controlled,TS-controlled,3,Congruent,63,1.0
99,colors_equate_2_60,colors,TS-controlled,TS-controlled,3,Congruent,63,0.4
100,colors_equate_2_41,colors,TS-controlled,TS-controlled,3,Incongruent,63,0.35
101,colors_equate_2_42,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
102,colors_equate_2_43,colors,TS-controlled,TS-controlled,3,Incongruent,63,0.35
103,colors_equate_2_44,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
104,colors_equate_2_45,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
105,colors_equate_2_46,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
106,colors_equate_2_47,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
107,colors_equate_2_48,colors,TS-controlled,TS-controlled,3,Incongruent,63,0.65
108,colors_equate_2_49,colors,TS-controlled,TS-controlled,3,Incongruent,63,0.65
109,colors_equate_2_50,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
110,colors_equate_2_51,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
111,colors_equate_2_52,colors,TS-controlled,TS-controlled,3,Incongruent,63,0.35
112,colors_equate_2_53,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
113,colors_equate_2_54,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
114,colors_equate_2_55,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
115,colors_equate_2_56,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
116,colors_equate_2_57,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
117,colors_equate_2_58,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
118,colors_equate_2_59,colors,TS-controlled,TS-controlled,3,Incongruent,63,1.0
119,colors_equate_2_60,colors,TS-controlled,TS-controlled,3,Incongruent,63,0.65
120,colors_equate_2_41,colors,TS-controlled,TS-controlled,3,Congruent,71,0.6
121,colors_equate_2_42,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
122,colors_equate_2_43,colors,TS-controlled,TS-controlled,3,Congruent,71,0.6
123,colors_equate_2_44,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
124,colors_equate_2_45,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
125,colors_equate_2_46,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
126,colors_equate_2_47,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
127,colors_equate_2_48,colors,TS-controlled,TS-controlled,3,Congruent,71,0.4
128,colors_equate_2_49,colors,TS-controlled,TS-controlled,3,Congruent,71,0.4
129,colors_equate_2_50,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
130,colors_equate_2_51,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
131,colors_equate_2_52,colors,TS-controlled,TS-controlled,3,Congruent,71,0.6
132,colors_equate_2_53,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
133,colors_equate_2_54,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
134,colors_equate_2_55,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
135,colors_equate_2_56,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
136,colors_equate_2_57,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
137,colors_equate_2_58,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
138,colors_equate_2_59,colors,TS-controlled,TS-controlled,3,Congruent,71,1.0
139,colors_equate_2_60,colors,TS-controlled,TS-controlled,3,Congruent,71,0.4
140,colors_equate_2_41,colors,TS-controlled,TS-controlled,3,Incongruent,71,0.6
141,colors_equate_2_42,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
142,colors_equate_2_43,colors,TS-controlled,TS-controlled,3,Incongruent,71,0.6
143,colors_equate_2_44,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
144,colors_equate_2_45,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
145,colors_equate_2_46,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
146,colors_equate_2_47,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
147,colors_equate_2_48,colors,TS-controlled,TS-controlled,3,Incongruent,71,0.4
148,colors_equate_2_49,colors,TS-controlled,TS-controlled,3,Incongruent,71,0.4
149,colors_equate_2_50,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
150,colors_equate_2_51,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
151,colors_equate_2_52,colors,TS-controlled,TS-controlled,3,Incongruent,71,0.6
152,colors_equate_2_53,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
153,colors_equate_2_54,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
154,colors_equate_2_55,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
155,colors_equate_2_56,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
156,colors_equate_2_57,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
157,colors_equate_2_58,colors,TS-controlled,TS-controlled,3,Incongruent,71,1.0
