,UNIQUE_SUBJECT_UID,Task,Train,Test,Generations,Congruity,Ratio,Validation Accuracy
56,colors_equate_1_137,colors,AD-controlled,TS-controlled,7,Congruent,56,0.45
57,colors_equate_1_138,colors,AD-controlled,TS-controlled,7,Congruent,56,0.95
58,colors_equate_1_139,colors,AD-controlled,TS-controlled,7,Congruent,56,1.0
59,colors_equate_1_140,colors,AD-controlled,TS-controlled,7,Congruent,56,1.0
60,colors_equate_1_121,colors,AD-controlled,TS-controlled,7,Incongruent,56,1.0
61,colors_equate_1_122,colors,AD-controlled,TS-controlled,7,Incongruent,56,1.0
62,colors_equate_1_123,colors,AD-controlled,TS-controlled,7,Incongruent,56,1.0
63,colors_equate_1_124,colors,AD-controlled,TS-controlled,7,Incongruent,56,0.5
64,colors_equate_1_125,colors,AD-controlled,TS-controlled,7,Incongruent,56,0.95
65,colors_equate_1_126,colors,AD-controlled,TS-controlled,7,Incongruent,56,1.0
66,colors_equate_1_127,colors,AD-controlled,TS-controlled,7,Incongruent,56,1.0
67,colors_equate_1_128,colors,AD-controlled,TS-controlled,7,Incongruent,56,0.5
68,colors_equate_1_129,colors,AD-controlled,TS-controlled,7,Incongruent,56,1.0
69,colors_equate_1_130,colors,AD-controlled,TS-controlled,7,Incongruent,56,1.0
70,colors_equate_1_131,colors,AD-controlled,TS-controlled,7,Incongruent,56,1.0
71,colors_equate_1_132,colors,AD-controlled,TS-controlled,7,Incongruent,56,0.85
72,colors_equate_1_133,colors,AD-controlled,TS-controlled,7,Incongruent,56,1.0
73,colors_equate_1_134,colors,AD-controlled,TS-controlled,7,Incongruent,56,0.95
74,colors_equate_1_135,colors,AD-controlled,TS-controlled,7,Incongruent,56,0.95
75,colors_equate_1_136,colors,AD-controlled,TS-controlled,7,Incongruent,56,0.85
76,colors_equate_1_137,colors,AD-controlled,TS-controlled,7,Incongruent,56,0.5
77,colors_equate_1_138,colors,AD-controlled,TS-controlled,7,Incongruent,56,1.0
78,colors_equate_1_139,colors,AD-controlled,TS-controlled,7,Incongruent,56,1.0
79,colors_equate_1_140,colors,AD-controlled,TS-controlled,7,Incongruent,56,1.0
80,colors_equate_1_121,colors,AD-controlled,TS-controlled,7,Congruent,63,1.0
81,colors_equate_1_122,colors,AD-controlled,TS-controlled,7,Congruent,63,1.0
82,colors_equate_1_123,colors,AD-controlled,TS-controlled,7,Congruent,63,0.95
83,colors_equate_1_124,colors,AD-controlled,TS-controlled,7,Congruent,63,0.7
84,colors_equate_1_125,colors,AD-controlled,TS-controlled,7,Congruent,63,1.0
85,colors_equate_1_126,colors,AD-controlled,TS-controlled,7,Congruent,63,1.0
86,colors_equate_1_127,colors,AD-controlled,TS-controlled,7,Congruent,63,1.0
87,colors_equate_1_128,colors,AD-controlled,TS-controlled,7,Congruent,63,0.7
88,colors_equate_1_129,colors,AD-controlled,TS-controlled,7,Congruent,63,1.0
89,colors_equate_1_130,colors,AD-controlled,TS-controlled,7,Congruent,63,0.95
90,colors_equate_1_131,colors,AD-controlled,TS-controlled,7,Congruent,63,1.0
91,colors_equate_1_132,colors,AD-controlled,TS-controlled,7,Congruent,63,0.8
92,colors_equate_1_133,colors,AD-controlled,TS-controlled,7,Congruent,63,1.0
93,colors_equate_1_134,colors,AD-controlled,TS-controlled,7,Congruent,63,1.0
94,colors_equate_1_135,colors,AD-controlled,TS-controlled,7,Congruent,63,0.9
95,colors_equate_1_136,colors,AD-controlled,TS-controlled,7,Congruent,63,0.8
96,colors_equate_1_137,colors,AD-controlled,TS-controlled,7,Congruent,63,0.7
97,colors_equate_1_138,colors,AD-controlled,TS-controlled,7,Congruent,63,1.0
98,colors_equate_1_139,colors,AD-controlled,TS-controlled,7,Congruent,63,1.0
99,colors_equate_1_140,colors,AD-controlled,TS-controlled,7,Congruent,63,1.0
100,colors_equate_1_121,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
101,colors_equate_1_122,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
102,colors_equate_1_123,colors,AD-controlled,TS-controlled,7,Incongruent,63,0.95
103,colors_equate_1_124,colors,AD-controlled,TS-controlled,7,Incongruent,63,0.5
104,colors_equate_1_125,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
105,colors_equate_1_126,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
106,colors_equate_1_127,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
107,colors_equate_1_128,colors,AD-controlled,TS-controlled,7,Incongruent,63,0.5
108,colors_equate_1_129,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
109,colors_equate_1_130,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
110,colors_equate_1_131,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
111,colors_equate_1_132,colors,AD-controlled,TS-controlled,7,Incongruent,63,0.9
112,colors_equate_1_133,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
113,colors_equate_1_134,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
114,colors_equate_1_135,colors,AD-controlled,TS-controlled,7,Incongruent,63,0.9
115,colors_equate_1_136,colors,AD-controlled,TS-controlled,7,Incongruent,63,0.9
116,colors_equate_1_137,colors,AD-controlled,TS-controlled,7,Incongruent,63,0.5
117,colors_equate_1_138,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
118,colors_equate_1_139,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
119,colors_equate_1_140,colors,AD-controlled,TS-controlled,7,Incongruent,63,1.0
120,colors_equate_1_121,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
121,colors_equate_1_122,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
122,colors_equate_1_123,colors,AD-controlled,TS-controlled,7,Congruent,71,0.95
123,colors_equate_1_124,colors,AD-controlled,TS-controlled,7,Congruent,71,0.4
124,colors_equate_1_125,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
125,colors_equate_1_126,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
126,colors_equate_1_127,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
127,colors_equate_1_128,colors,AD-controlled,TS-controlled,7,Congruent,71,0.4
128,colors_equate_1_129,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
129,colors_equate_1_130,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
130,colors_equate_1_131,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
131,colors_equate_1_132,colors,AD-controlled,TS-controlled,7,Congruent,71,0.9
132,colors_equate_1_133,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
133,colors_equate_1_134,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
134,colors_equate_1_135,colors,AD-controlled,TS-controlled,7,Congruent,71,0.9
135,colors_equate_1_136,colors,AD-controlled,TS-controlled,7,Congruent,71,0.9
136,colors_equate_1_137,colors,AD-controlled,TS-controlled,7,Congruent,71,0.4
137,colors_equate_1_138,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
138,colors_equate_1_139,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
139,colors_equate_1_140,colors,AD-controlled,TS-controlled,7,Congruent,71,1.0
140,colors_equate_1_121,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
141,colors_equate_1_122,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
142,colors_equate_1_123,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
143,colors_equate_1_124,colors,AD-controlled,TS-controlled,7,Incongruent,71,0.6
144,colors_equate_1_125,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
145,colors_equate_1_126,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
146,colors_equate_1_127,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
147,colors_equate_1_128,colors,AD-controlled,TS-controlled,7,Incongruent,71,0.6
148,colors_equate_1_129,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
149,colors_equate_1_130,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
150,colors_equate_1_131,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
151,colors_equate_1_132,colors,AD-controlled,TS-controlled,7,Incongruent,71,0.95
152,colors_equate_1_133,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
153,colors_equate_1_134,colors,AD-controlled,TS-controlled,7,Incongruent,71,0.95
154,colors_equate_1_135,colors,AD-controlled,TS-controlled,7,Incongruent,71,0.95
155,colors_equate_1_136,colors,AD-controlled,TS-controlled,7,Incongruent,71,0.95
156,colors_equate_1_137,colors,AD-controlled,TS-controlled,7,Incongruent,71,0.6
157,colors_equate_1_138,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
158,colors_equate_1_139,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
159,colors_equate_1_140,colors,AD-controlled,TS-controlled,7,Incongruent,71,1.0
160,colors_equate_1_121,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
161,colors_equate_1_122,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
162,colors_equate_1_123,colors,AD-controlled,TS-controlled,7,Congruent,75,0.95
163,colors_equate_1_124,colors,AD-controlled,TS-controlled,7,Congruent,75,0.65
164,colors_equate_1_125,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
165,colors_equate_1_126,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
166,colors_equate_1_127,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
167,colors_equate_1_128,colors,AD-controlled,TS-controlled,7,Congruent,75,0.65
168,colors_equate_1_129,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
169,colors_equate_1_130,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
170,colors_equate_1_131,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
171,colors_equate_1_132,colors,AD-controlled,TS-controlled,7,Congruent,75,0.95
172,colors_equate_1_133,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
173,colors_equate_1_134,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
174,colors_equate_1_135,colors,AD-controlled,TS-controlled,7,Congruent,75,0.95
175,colors_equate_1_136,colors,AD-controlled,TS-controlled,7,Congruent,75,0.85
176,colors_equate_1_137,colors,AD-controlled,TS-controlled,7,Congruent,75,0.65
177,colors_equate_1_138,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
178,colors_equate_1_139,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
179,colors_equate_1_140,colors,AD-controlled,TS-controlled,7,Congruent,75,1.0
180,colors_equate_1_121,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
181,colors_equate_1_122,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
182,colors_equate_1_123,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
183,colors_equate_1_124,colors,AD-controlled,TS-controlled,7,Incongruent,75,0.65
184,colors_equate_1_125,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
185,colors_equate_1_126,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
186,colors_equate_1_127,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
187,colors_equate_1_128,colors,AD-controlled,TS-controlled,7,Incongruent,75,0.65
188,colors_equate_1_129,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
189,colors_equate_1_130,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
190,colors_equate_1_131,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
191,colors_equate_1_132,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
192,colors_equate_1_133,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
193,colors_equate_1_134,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
194,colors_equate_1_135,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
195,colors_equate_1_136,colors,AD-controlled,TS-controlled,7,Incongruent,75,0.95
196,colors_equate_1_137,colors,AD-controlled,TS-controlled,7,Incongruent,75,0.65
197,colors_equate_1_138,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
198,colors_equate_1_139,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
199,colors_equate_1_140,colors,AD-controlled,TS-controlled,7,Incongruent,75,1.0
200,colors_equate_1_121,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
201,colors_equate_1_122,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
202,colors_equate_1_123,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
203,colors_equate_1_124,colors,AD-controlled,TS-controlled,7,Congruent,86,0.45
204,colors_equate_1_125,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
205,colors_equate_1_126,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
206,colors_equate_1_127,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
207,colors_equate_1_128,colors,AD-controlled,TS-controlled,7,Congruent,86,0.45
208,colors_equate_1_129,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
209,colors_equate_1_130,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
210,colors_equate_1_131,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
211,colors_equate_1_132,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
212,colors_equate_1_133,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
213,colors_equate_1_134,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
214,colors_equate_1_135,colors,AD-controlled,TS-controlled,7,Congruent,86,0.95
215,colors_equate_1_136,colors,AD-controlled,TS-controlled,7,Congruent,86,0.9
216,colors_equate_1_137,colors,AD-controlled,TS-controlled,7,Congruent,86,0.45
217,colors_equate_1_138,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
218,colors_equate_1_139,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
219,colors_equate_1_140,colors,AD-controlled,TS-controlled,7,Congruent,86,1.0
220,colors_equate_1_121,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
221,colors_equate_1_122,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
222,colors_equate_1_123,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
223,colors_equate_1_124,colors,AD-controlled,TS-controlled,7,Incongruent,86,0.5
224,colors_equate_1_125,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
225,colors_equate_1_126,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
226,colors_equate_1_127,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
227,colors_equate_1_128,colors,AD-controlled,TS-controlled,7,Incongruent,86,0.5
228,colors_equate_1_129,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
229,colors_equate_1_130,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
230,colors_equate_1_131,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
231,colors_equate_1_132,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
232,colors_equate_1_133,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
233,colors_equate_1_134,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
234,colors_equate_1_135,colors,AD-controlled,TS-controlled,7,Incongruent,86,0.9
235,colors_equate_1_136,colors,AD-controlled,TS-controlled,7,Incongruent,86,0.9
236,colors_equate_1_137,colors,AD-controlled,TS-controlled,7,Incongruent,86,0.5
237,colors_equate_1_138,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
238,colors_equate_1_139,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
239,colors_equate_1_140,colors,AD-controlled,TS-controlled,7,Incongruent,86,1.0
0,colors-count_equate_1_201,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
1,colors-count_equate_1_202,colors-count,AD-controlled,AD-controlled,11,Congruent,50,0.65
2,colors-count_equate_1_203,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
3,colors-count_equate_1_204,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
4,colors-count_equate_1_205,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
5,colors-count_equate_1_206,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
6,colors-count_equate_1_207,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
7,colors-count_equate_1_208,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
8,colors-count_equate_1_209,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
9,colors-count_equate_1_210,colors-count,AD-controlled,AD-controlled,11,Congruent,50,0.95
10,colors-count_equate_1_211,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
11,colors-count_equate_1_212,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
12,colors-count_equate_1_213,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
13,colors-count_equate_1_214,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
14,colors-count_equate_1_215,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
15,colors-count_equate_1_216,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
16,colors-count_equate_1_217,colors-count,AD-controlled,AD-controlled,11,Congruent,50,0.9
17,colors-count_equate_1_218,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
18,colors-count_equate_1_219,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
19,colors-count_equate_1_220,colors-count,AD-controlled,AD-controlled,11,Congruent,50,1.0
20,colors-count_equate_1_201,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.75
21,colors-count_equate_1_202,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.65
22,colors-count_equate_1_203,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.25
23,colors-count_equate_1_204,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.25
24,colors-count_equate_1_205,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.6
25,colors-count_equate_1_206,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.75
26,colors-count_equate_1_207,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.5
27,colors-count_equate_1_208,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.7
28,colors-count_equate_1_209,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.35
29,colors-count_equate_1_210,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.5
30,colors-count_equate_1_211,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.4
31,colors-count_equate_1_212,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.5
32,colors-count_equate_1_213,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.7
33,colors-count_equate_1_214,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.75
34,colors-count_equate_1_215,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.6
35,colors-count_equate_1_216,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.45
36,colors-count_equate_1_217,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.6
37,colors-count_equate_1_218,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.35
38,colors-count_equate_1_219,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.4
39,colors-count_equate_1_220,colors-count,AD-controlled,AD-controlled,11,Incongruent,50,0.65
40,colors-count_equate_1_201,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
41,colors-count_equate_1_202,colors-count,AD-controlled,AD-controlled,11,Congruent,56,0.35
42,colors-count_equate_1_203,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
43,colors-count_equate_1_204,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
44,colors-count_equate_1_205,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
45,colors-count_equate_1_206,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
46,colors-count_equate_1_207,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
47,colors-count_equate_1_208,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
48,colors-count_equate_1_209,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
49,colors-count_equate_1_210,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
50,colors-count_equate_1_211,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
51,colors-count_equate_1_212,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
52,colors-count_equate_1_213,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
53,colors-count_equate_1_214,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
54,colors-count_equate_1_215,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
55,colors-count_equate_1_216,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
56,colors-count_equate_1_217,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
57,colors-count_equate_1_218,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
58,colors-count_equate_1_219,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
59,colors-count_equate_1_220,colors-count,AD-controlled,AD-controlled,11,Congruent,56,1.0
60,colors-count_equate_1_201,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.95
61,colors-count_equate_1_202,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.35
62,colors-count_equate_1_203,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.9
63,colors-count_equate_1_204,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.9
64,colors-count_equate_1_205,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.95
65,colors-count_equate_1_206,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.95
66,colors-count_equate_1_207,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.95
67,colors-count_equate_1_208,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,1.0
68,colors-count_equate_1_209,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.85
69,colors-count_equate_1_210,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.85
70,colors-count_equate_1_211,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.95
71,colors-count_equate_1_212,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.95
72,colors-count_equate_1_213,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.95
73,colors-count_equate_1_214,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.95
74,colors-count_equate_1_215,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.9
75,colors-count_equate_1_216,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.95
76,colors-count_equate_1_217,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.75
77,colors-count_equate_1_218,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.95
78,colors-count_equate_1_219,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.9
79,colors-count_equate_1_220,colors-count,AD-controlled,AD-controlled,11,Incongruent,56,0.85
80,colors-count_equate_1_201,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
81,colors-count_equate_1_202,colors-count,AD-controlled,AD-controlled,11,Congruent,63,0.35
82,colors-count_equate_1_203,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
83,colors-count_equate_1_204,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
84,colors-count_equate_1_205,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
85,colors-count_equate_1_206,colors-count,AD-controlled,AD-controlled,11,Congruent,63,0.95
86,colors-count_equate_1_207,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
87,colors-count_equate_1_208,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
88,colors-count_equate_1_209,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
89,colors-count_equate_1_210,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
90,colors-count_equate_1_211,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
91,colors-count_equate_1_212,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
92,colors-count_equate_1_213,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
93,colors-count_equate_1_214,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
94,colors-count_equate_1_215,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
95,colors-count_equate_1_216,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
96,colors-count_equate_1_217,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
97,colors-count_equate_1_218,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
98,colors-count_equate_1_219,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
99,colors-count_equate_1_220,colors-count,AD-controlled,AD-controlled,11,Congruent,63,1.0
100,colors-count_equate_1_201,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.85
101,colors-count_equate_1_202,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.35
102,colors-count_equate_1_203,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.8
103,colors-count_equate_1_204,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.7
104,colors-count_equate_1_205,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.8
105,colors-count_equate_1_206,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.8
106,colors-count_equate_1_207,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.85
107,colors-count_equate_1_208,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.95
108,colors-count_equate_1_209,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.8
109,colors-count_equate_1_210,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.8
110,colors-count_equate_1_211,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.85
111,colors-count_equate_1_212,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.8
112,colors-count_equate_1_213,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.8
113,colors-count_equate_1_214,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.9
114,colors-count_equate_1_215,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.85
115,colors-count_equate_1_216,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.9
116,colors-count_equate_1_217,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.7
117,colors-count_equate_1_218,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.8
118,colors-count_equate_1_219,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.8
119,colors-count_equate_1_220,colors-count,AD-controlled,AD-controlled,11,Incongruent,63,0.75
120,colors-count_equate_1_201,colors-count,AD-controlled,AD-controlled,11,Congruent,71,1.0
121,colors-count_equate_1_202,colors-count,AD-controlled,AD-controlled,11,Congruent,71,0.35
122,colors-count_equate_1_203,colors-count,AD-controlled,AD-controlled,11,Congruent,71,1.0
123,colors-count_equate_1_204,colors-count,AD-controlled,AD-controlled,11,Congruent,71,1.0
124,colors-count_equate_1_205,colors-count,AD-controlled,AD-controlled,11,Congruent,71,1.0
125,colors-count_equate_1_206,colors-count,AD-controlled,AD-controlled,11,Congruent,71,1.0
126,colors-count_equate_1_207,colors-count,AD-controlled,AD-controlled,11,Congruent,71,1.0
127,colors-count_equate_1_208,colors-count,AD-controlled,AD-controlled,11,Congruent,71,1.0
128,colors-count_equate_1_209,colors-count,AD-controlled,AD-controlled,11,Congruent,71,0.95
129,colors-count_equate_1_210,colors-count,AD-controlled,AD-controlled,11,Congruent,71,0.95
130,colors-count_equate_1_211,colors-count,AD-controlled,AD-controlled,11,Congruent,71,1.0
