,UNIQUE_SUBJECT_UID,Task,Train,Test,Generations,Congruity,Ratio,Validation Accuracy
208,size-count_equate_3_589,size-count,CH-controlled,AD-controlled,30,Congruent,86,0.75
209,size-count_equate_3_590,size-count,CH-controlled,AD-controlled,30,Congruent,86,0.7
210,size-count_equate_3_591,size-count,CH-controlled,AD-controlled,30,Congruent,86,0.7
211,size-count_equate_3_592,size-count,CH-controlled,AD-controlled,30,Congruent,86,0.85
212,size-count_equate_3_593,size-count,CH-controlled,AD-controlled,30,Congruent,86,0.75
213,size-count_equate_3_594,size-count,CH-controlled,AD-controlled,30,Congruent,86,0.85
214,size-count_equate_3_595,size-count,CH-controlled,AD-controlled,30,Congruent,86,0.75
215,size-count_equate_3_596,size-count,CH-controlled,AD-controlled,30,Congruent,86,0.85
216,size-count_equate_3_597,size-count,CH-controlled,AD-controlled,30,Congruent,86,0.85
217,size-count_equate_3_598,size-count,CH-controlled,AD-controlled,30,Congruent,86,0.8
218,size-count_equate_3_599,size-count,CH-controlled,AD-controlled,30,Congruent,86,0.85
219,size-count_equate_3_600,size-count,CH-controlled,AD-controlled,30,Congruent,86,0.85
220,size-count_equate_3_581,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.85
221,size-count_equate_3_582,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.8
222,size-count_equate_3_583,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.9
223,size-count_equate_3_584,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.85
224,size-count_equate_3_585,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.65
225,size-count_equate_3_586,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.85
226,size-count_equate_3_587,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.85
227,size-count_equate_3_588,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.8
228,size-count_equate_3_589,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.75
229,size-count_equate_3_590,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.85
230,size-count_equate_3_591,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.8
231,size-count_equate_3_592,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.85
232,size-count_equate_3_593,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.8
233,size-count_equate_3_594,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.75
234,size-count_equate_3_595,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.75
235,size-count_equate_3_596,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.8
236,size-count_equate_3_597,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.85
237,size-count_equate_3_598,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.8
238,size-count_equate_3_599,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.9
239,size-count_equate_3_600,size-count,CH-controlled,AD-controlled,30,Incongruent,86,0.75
0,count-size_equate_3_141,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
1,count-size_equate_3_142,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
2,count-size_equate_3_143,count-size,CH-controlled,CH-controlled,8,Congruent,50,0.9
3,count-size_equate_3_144,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
4,count-size_equate_3_145,count-size,CH-controlled,CH-controlled,8,Congruent,50,0.8
5,count-size_equate_3_146,count-size,CH-controlled,CH-controlled,8,Congruent,50,0.65
6,count-size_equate_3_147,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
7,count-size_equate_3_148,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
8,count-size_equate_3_149,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
9,count-size_equate_3_150,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
10,count-size_equate_3_151,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
11,count-size_equate_3_152,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
12,count-size_equate_3_153,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
13,count-size_equate_3_154,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
14,count-size_equate_3_155,count-size,CH-controlled,CH-controlled,8,Congruent,50,0.5
15,count-size_equate_3_156,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
16,count-size_equate_3_157,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
17,count-size_equate_3_158,count-size,CH-controlled,CH-controlled,8,Congruent,50,0.5
18,count-size_equate_3_159,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
19,count-size_equate_3_160,count-size,CH-controlled,CH-controlled,8,Congruent,50,1.0
20,count-size_equate_3_141,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.9
21,count-size_equate_3_142,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.85
22,count-size_equate_3_143,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.7
23,count-size_equate_3_144,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.75
24,count-size_equate_3_145,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.5
25,count-size_equate_3_146,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.5
26,count-size_equate_3_147,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.85
27,count-size_equate_3_148,count-size,CH-controlled,CH-controlled,8,Incongruent,50,1.0
28,count-size_equate_3_149,count-size,CH-controlled,CH-controlled,8,Incongruent,50,1.0
29,count-size_equate_3_150,count-size,CH-controlled,CH-controlled,8,Incongruent,50,1.0
30,count-size_equate_3_151,count-size,CH-controlled,CH-controlled,8,Incongruent,50,1.0
31,count-size_equate_3_152,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.85
32,count-size_equate_3_153,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.95
33,count-size_equate_3_154,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.8
34,count-size_equate_3_155,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.55
35,count-size_equate_3_156,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.95
36,count-size_equate_3_157,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.9
37,count-size_equate_3_158,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.55
38,count-size_equate_3_159,count-size,CH-controlled,CH-controlled,8,Incongruent,50,1.0
39,count-size_equate_3_160,count-size,CH-controlled,CH-controlled,8,Incongruent,50,0.95
40,count-size_equate_3_141,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
41,count-size_equate_3_142,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
42,count-size_equate_3_143,count-size,CH-controlled,CH-controlled,8,Congruent,56,0.85
43,count-size_equate_3_144,count-size,CH-controlled,CH-controlled,8,Congruent,56,0.95
44,count-size_equate_3_145,count-size,CH-controlled,CH-controlled,8,Congruent,56,0.65
45,count-size_equate_3_146,count-size,CH-controlled,CH-controlled,8,Congruent,56,0.6
46,count-size_equate_3_147,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
47,count-size_equate_3_148,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
48,count-size_equate_3_149,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
49,count-size_equate_3_150,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
50,count-size_equate_3_151,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
51,count-size_equate_3_152,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
52,count-size_equate_3_153,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
53,count-size_equate_3_154,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
54,count-size_equate_3_155,count-size,CH-controlled,CH-controlled,8,Congruent,56,0.55
55,count-size_equate_3_156,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
56,count-size_equate_3_157,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
57,count-size_equate_3_158,count-size,CH-controlled,CH-controlled,8,Congruent,56,0.6
58,count-size_equate_3_159,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
59,count-size_equate_3_160,count-size,CH-controlled,CH-controlled,8,Congruent,56,1.0
60,count-size_equate_3_141,count-size,CH-controlled,CH-controlled,8,Incongruent,56,1.0
61,count-size_equate_3_142,count-size,CH-controlled,CH-controlled,8,Incongruent,56,0.95
62,count-size_equate_3_143,count-size,CH-controlled,CH-controlled,8,Incongruent,56,0.8
63,count-size_equate_3_144,count-size,CH-controlled,CH-controlled,8,Incongruent,56,1.0
64,count-size_equate_3_145,count-size,CH-controlled,CH-controlled,8,Incongruent,56,0.75
65,count-size_equate_3_146,count-size,CH-controlled,CH-controlled,8,Incongruent,56,0.6
66,count-size_equate_3_147,count-size,CH-controlled,CH-controlled,8,Incongruent,56,1.0
67,count-size_equate_3_148,count-size,CH-controlled,CH-controlled,8,Incongruent,56,1.0
68,count-size_equate_3_149,count-size,CH-controlled,CH-controlled,8,Incongruent,56,1.0
69,count-size_equate_3_150,count-size,CH-controlled,CH-controlled,8,Incongruent,56,1.0
70,count-size_equate_3_151,count-size,CH-controlled,CH-controlled,8,Incongruent,56,1.0
71,count-size_equate_3_152,count-size,CH-controlled,CH-controlled,8,Incongruent,56,0.95
72,count-size_equate_3_153,count-size,CH-controlled,CH-controlled,8,Incongruent,56,1.0
73,count-size_equate_3_154,count-size,CH-controlled,CH-controlled,8,Incongruent,56,0.95
74,count-size_equate_3_155,count-size,CH-controlled,CH-controlled,8,Incongruent,56,0.55
75,count-size_equate_3_156,count-size,CH-controlled,CH-controlled,8,Incongruent,56,1.0
76,count-size_equate_3_157,count-size,CH-controlled,CH-controlled,8,Incongruent,56,1.0
77,count-size_equate_3_158,count-size,CH-controlled,CH-controlled,8,Incongruent,56,0.6
78,count-size_equate_3_159,count-size,CH-controlled,CH-controlled,8,Incongruent,56,1.0
79,count-size_equate_3_160,count-size,CH-controlled,CH-controlled,8,Incongruent,56,1.0
80,count-size_equate_3_141,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
81,count-size_equate_3_142,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
82,count-size_equate_3_143,count-size,CH-controlled,CH-controlled,8,Congruent,63,0.9
83,count-size_equate_3_144,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
84,count-size_equate_3_145,count-size,CH-controlled,CH-controlled,8,Congruent,63,0.55
85,count-size_equate_3_146,count-size,CH-controlled,CH-controlled,8,Congruent,63,0.4
86,count-size_equate_3_147,count-size,CH-controlled,CH-controlled,8,Congruent,63,0.95
87,count-size_equate_3_148,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
88,count-size_equate_3_149,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
89,count-size_equate_3_150,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
90,count-size_equate_3_151,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
91,count-size_equate_3_152,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
92,count-size_equate_3_153,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
93,count-size_equate_3_154,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
94,count-size_equate_3_155,count-size,CH-controlled,CH-controlled,8,Congruent,63,0.55
95,count-size_equate_3_156,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
96,count-size_equate_3_157,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
97,count-size_equate_3_158,count-size,CH-controlled,CH-controlled,8,Congruent,63,0.8
98,count-size_equate_3_159,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
99,count-size_equate_3_160,count-size,CH-controlled,CH-controlled,8,Congruent,63,1.0
100,count-size_equate_3_141,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.95
101,count-size_equate_3_142,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.8
102,count-size_equate_3_143,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.85
103,count-size_equate_3_144,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.95
104,count-size_equate_3_145,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.7
105,count-size_equate_3_146,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.65
106,count-size_equate_3_147,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.9
107,count-size_equate_3_148,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.95
108,count-size_equate_3_149,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.95
109,count-size_equate_3_150,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.9
110,count-size_equate_3_151,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.95
111,count-size_equate_3_152,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.85
112,count-size_equate_3_153,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.95
113,count-size_equate_3_154,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.95
114,count-size_equate_3_155,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.45
115,count-size_equate_3_156,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.95
116,count-size_equate_3_157,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.95
117,count-size_equate_3_158,count-size,CH-controlled,CH-controlled,8,Incongruent,63,0.5
118,count-size_equate_3_159,count-size,CH-controlled,CH-controlled,8,Incongruent,63,1.0
119,count-size_equate_3_160,count-size,CH-controlled,CH-controlled,8,Incongruent,63,1.0
120,count-size_equate_3_141,count-size,CH-controlled,CH-controlled,8,Congruent,71,1.0
121,count-size_equate_3_142,count-size,CH-controlled,CH-controlled,8,Congruent,71,0.9
122,count-size_equate_3_143,count-size,CH-controlled,CH-controlled,8,Congruent,71,0.8
123,count-size_equate_3_144,count-size,CH-controlled,CH-controlled,8,Congruent,71,1.0
124,count-size_equate_3_145,count-size,CH-controlled,CH-controlled,8,Congruent,71,0.45
125,count-size_equate_3_146,count-size,CH-controlled,CH-controlled,8,Congruent,71,0.55
126,count-size_equate_3_147,count-size,CH-controlled,CH-controlled,8,Congruent,71,1.0
127,count-size_equate_3_148,count-size,CH-controlled,CH-controlled,8,Congruent,71,1.0
128,count-size_equate_3_149,count-size,CH-controlled,CH-controlled,8,Congruent,71,1.0
129,count-size_equate_3_150,count-size,CH-controlled,CH-controlled,8,Congruent,71,0.95
130,count-size_equate_3_151,count-size,CH-controlled,CH-controlled,8,Congruent,71,1.0
131,count-size_equate_3_152,count-size,CH-controlled,CH-controlled,8,Congruent,71,0.9
132,count-size_equate_3_153,count-size,CH-controlled,CH-controlled,8,Congruent,71,1.0
133,count-size_equate_3_154,count-size,CH-controlled,CH-controlled,8,Congruent,71,0.95
134,count-size_equate_3_155,count-size,CH-controlled,CH-controlled,8,Congruent,71,0.45
135,count-size_equate_3_156,count-size,CH-controlled,CH-controlled,8,Congruent,71,1.0
136,count-size_equate_3_157,count-size,CH-controlled,CH-controlled,8,Congruent,71,1.0
137,count-size_equate_3_158,count-size,CH-controlled,CH-controlled,8,Congruent,71,0.6
138,count-size_equate_3_159,count-size,CH-controlled,CH-controlled,8,Congruent,71,0.95
139,count-size_equate_3_160,count-size,CH-controlled,CH-controlled,8,Congruent,71,0.95
140,count-size_equate_3_141,count-size,CH-controlled,CH-controlled,8,Incongruent,71,1.0
141,count-size_equate_3_142,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.75
142,count-size_equate_3_143,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.85
143,count-size_equate_3_144,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.9
144,count-size_equate_3_145,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.65
145,count-size_equate_3_146,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.7
146,count-size_equate_3_147,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.75
147,count-size_equate_3_148,count-size,CH-controlled,CH-controlled,8,Incongruent,71,1.0
148,count-size_equate_3_149,count-size,CH-controlled,CH-controlled,8,Incongruent,71,1.0
149,count-size_equate_3_150,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.95
150,count-size_equate_3_151,count-size,CH-controlled,CH-controlled,8,Incongruent,71,1.0
151,count-size_equate_3_152,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.75
152,count-size_equate_3_153,count-size,CH-controlled,CH-controlled,8,Incongruent,71,1.0
153,count-size_equate_3_154,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.95
154,count-size_equate_3_155,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.4
155,count-size_equate_3_156,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.95
156,count-size_equate_3_157,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.95
157,count-size_equate_3_158,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.4
158,count-size_equate_3_159,count-size,CH-controlled,CH-controlled,8,Incongruent,71,0.95
159,count-size_equate_3_160,count-size,CH-controlled,CH-controlled,8,Incongruent,71,1.0
160,count-size_equate_3_141,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.95
161,count-size_equate_3_142,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.9
162,count-size_equate_3_143,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.7
163,count-size_equate_3_144,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.95
164,count-size_equate_3_145,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.45
165,count-size_equate_3_146,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.55
166,count-size_equate_3_147,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.95
167,count-size_equate_3_148,count-size,CH-controlled,CH-controlled,8,Congruent,75,1.0
168,count-size_equate_3_149,count-size,CH-controlled,CH-controlled,8,Congruent,75,1.0
169,count-size_equate_3_150,count-size,CH-controlled,CH-controlled,8,Congruent,75,1.0
170,count-size_equate_3_151,count-size,CH-controlled,CH-controlled,8,Congruent,75,1.0
171,count-size_equate_3_152,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.9
172,count-size_equate_3_153,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.95
173,count-size_equate_3_154,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.95
174,count-size_equate_3_155,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.55
175,count-size_equate_3_156,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.95
176,count-size_equate_3_157,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.95
177,count-size_equate_3_158,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.45
178,count-size_equate_3_159,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.95
179,count-size_equate_3_160,count-size,CH-controlled,CH-controlled,8,Congruent,75,0.9
180,count-size_equate_3_141,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.85
181,count-size_equate_3_142,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.75
182,count-size_equate_3_143,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.65
183,count-size_equate_3_144,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.75
184,count-size_equate_3_145,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.65
185,count-size_equate_3_146,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.65
186,count-size_equate_3_147,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.75
187,count-size_equate_3_148,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.9
188,count-size_equate_3_149,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.9
189,count-size_equate_3_150,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.85
190,count-size_equate_3_151,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.9
191,count-size_equate_3_152,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.7
192,count-size_equate_3_153,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.9
193,count-size_equate_3_154,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.8
194,count-size_equate_3_155,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.75
195,count-size_equate_3_156,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.9
196,count-size_equate_3_157,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.9
197,count-size_equate_3_158,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.4
198,count-size_equate_3_159,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.95
199,count-size_equate_3_160,count-size,CH-controlled,CH-controlled,8,Incongruent,75,0.95
200,count-size_equate_3_141,count-size,CH-controlled,CH-controlled,8,Congruent,86,1.0
201,count-size_equate_3_142,count-size,CH-controlled,CH-controlled,8,Congruent,86,0.85
202,count-size_equate_3_143,count-size,CH-controlled,CH-controlled,8,Congruent,86,0.7
203,count-size_equate_3_144,count-size,CH-controlled,CH-controlled,8,Congruent,86,0.85
204,count-size_equate_3_145,count-size,CH-controlled,CH-controlled,8,Congruent,86,0.4
205,count-size_equate_3_146,count-size,CH-controlled,CH-controlled,8,Congruent,86,0.5
206,count-size_equate_3_147,count-size,CH-controlled,CH-controlled,8,Congruent,86,1.0
207,count-size_equate_3_148,count-size,CH-controlled,CH-controlled,8,Congruent,86,1.0
208,count-size_equate_3_149,count-size,CH-controlled,CH-controlled,8,Congruent,86,1.0
209,count-size_equate_3_150,count-size,CH-controlled,CH-controlled,8,Congruent,86,0.95
210,count-size_equate_3_151,count-size,CH-controlled,CH-controlled,8,Congruent,86,1.0
211,count-size_equate_3_152,count-size,CH-controlled,CH-controlled,8,Congruent,86,1.0
212,count-size_equate_3_153,count-size,CH-controlled,CH-controlled,8,Congruent,86,1.0
213,count-size_equate_3_154,count-size,CH-controlled,CH-controlled,8,Congruent,86,1.0
214,count-size_equate_3_155,count-size,CH-controlled,CH-controlled,8,Congruent,86,0.6
215,count-size_equate_3_156,count-size,CH-controlled,CH-controlled,8,Congruent,86,0.95
216,count-size_equate_3_157,count-size,CH-controlled,CH-controlled,8,Congruent,86,1.0
217,count-size_equate_3_158,count-size,CH-controlled,CH-controlled,8,Congruent,86,0.75
218,count-size_equate_3_159,count-size,CH-controlled,CH-controlled,8,Congruent,86,0.95
219,count-size_equate_3_160,count-size,CH-controlled,CH-controlled,8,Congruent,86,0.9
220,count-size_equate_3_141,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.9
221,count-size_equate_3_142,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.85
222,count-size_equate_3_143,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.9
223,count-size_equate_3_144,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.85
224,count-size_equate_3_145,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.65
225,count-size_equate_3_146,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.45
226,count-size_equate_3_147,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.9
227,count-size_equate_3_148,count-size,CH-controlled,CH-controlled,8,Incongruent,86,1.0
228,count-size_equate_3_149,count-size,CH-controlled,CH-controlled,8,Incongruent,86,1.0
229,count-size_equate_3_150,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.95
230,count-size_equate_3_151,count-size,CH-controlled,CH-controlled,8,Incongruent,86,1.0
231,count-size_equate_3_152,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.85
232,count-size_equate_3_153,count-size,CH-controlled,CH-controlled,8,Incongruent,86,1.0
233,count-size_equate_3_154,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.9
234,count-size_equate_3_155,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.45
235,count-size_equate_3_156,count-size,CH-controlled,CH-controlled,8,Incongruent,86,1.0
236,count-size_equate_3_157,count-size,CH-controlled,CH-controlled,8,Incongruent,86,1.0
237,count-size_equate_3_158,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.55
238,count-size_equate_3_159,count-size,CH-controlled,CH-controlled,8,Incongruent,86,0.95
239,count-size_equate_3_160,count-size,CH-controlled,CH-controlled,8,Incongruent,86,1.0
0,count-size_equate_3_141,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
1,count-size_equate_3_142,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
2,count-size_equate_3_143,count-size,CH-controlled,TS-controlled,8,Congruent,50,0.85
3,count-size_equate_3_144,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
4,count-size_equate_3_145,count-size,CH-controlled,TS-controlled,8,Congruent,50,0.65
5,count-size_equate_3_146,count-size,CH-controlled,TS-controlled,8,Congruent,50,0.6
6,count-size_equate_3_147,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
7,count-size_equate_3_148,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
8,count-size_equate_3_149,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
9,count-size_equate_3_150,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
10,count-size_equate_3_151,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
11,count-size_equate_3_152,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
12,count-size_equate_3_153,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
13,count-size_equate_3_154,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
14,count-size_equate_3_155,count-size,CH-controlled,TS-controlled,8,Congruent,50,0.55
15,count-size_equate_3_156,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
16,count-size_equate_3_157,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
17,count-size_equate_3_158,count-size,CH-controlled,TS-controlled,8,Congruent,50,0.55
18,count-size_equate_3_159,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
19,count-size_equate_3_160,count-size,CH-controlled,TS-controlled,8,Congruent,50,1.0
20,count-size_equate_3_141,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.8
21,count-size_equate_3_142,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.25
22,count-size_equate_3_143,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.55
23,count-size_equate_3_144,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.55
24,count-size_equate_3_145,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.35
25,count-size_equate_3_146,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.4
26,count-size_equate_3_147,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.5
27,count-size_equate_3_148,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.7
28,count-size_equate_3_149,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.8
29,count-size_equate_3_150,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.75
30,count-size_equate_3_151,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.9
31,count-size_equate_3_152,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.45
32,count-size_equate_3_153,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.7
33,count-size_equate_3_154,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.4
34,count-size_equate_3_155,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.5
35,count-size_equate_3_156,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.6
36,count-size_equate_3_157,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.6
37,count-size_equate_3_158,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.25
38,count-size_equate_3_159,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.65
39,count-size_equate_3_160,count-size,CH-controlled,TS-controlled,8,Incongruent,50,0.7
40,count-size_equate_3_141,count-size,CH-controlled,TS-controlled,8,Congruent,56,1.0
