,UNIQUE_SUBJECT_UID,Task,Generations,Train,Test,Congruity,Ratio,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss,Layers,Neurons,Activation,Optimizer
231,colors_equate_3_132,colors,7,CH-controlled,TS-controlled,Incongruent,86,0.65,0.65,0.6909,0.6909,5,"[32, 32, 64, 128, 128]",linear,adadelta
232,colors_equate_3_133,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.546,0.546,2,"[128, 16]",linear,adagrad
233,colors_equate_3_134,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.0087,0.0087,5,"[64, 16, 64, 128, 128]",linear,adagrad
234,colors_equate_3_135,colors,7,CH-controlled,TS-controlled,Incongruent,86,0.5,0.5,27.3397,27.3397,2,"[32, 128]",softplus,adam
235,colors_equate_3_136,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.0057,0.0057,5,"[64, 16, 64, 16, 128]",linear,adam
236,colors_equate_3_137,colors,7,CH-controlled,TS-controlled,Incongruent,86,0.5,0.5,1.971,1.971,2,"[64, 128]",hard_sigmoid,nadam
237,colors_equate_3_138,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.2885,0.2885,4,"[128, 128, 64, 128]",relu,nadam
238,colors_equate_3_139,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.3464,0.3464,5,"[32, 64, 32, 16, 32]",linear,adagrad
239,colors_equate_3_140,colors,7,CH-controlled,TS-controlled,Incongruent,86,0.5,0.5,1.988,1.988,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
0,colors_equate_3_121,colors,7,CH-controlled,AD-controlled,Congruent,50,1.0,1.0,0.0086,0.0086,2,"[128, 128]",linear,adam
1,colors_equate_3_122,colors,7,CH-controlled,AD-controlled,Congruent,50,0.35,0.35,0.6953,0.6953,3,"[16, 16, 32]",relu,adagrad
2,colors_equate_3_123,colors,7,CH-controlled,AD-controlled,Congruent,50,0.35,0.35,0.7013,0.7013,5,"[32, 16, 64, 128, 128]",relu,adagrad
3,colors_equate_3_124,colors,7,CH-controlled,AD-controlled,Congruent,50,1.0,1.0,0.664,0.664,4,"[16, 128, 64, 128]",linear,nadam
4,colors_equate_3_125,colors,7,CH-controlled,AD-controlled,Congruent,50,1.0,1.0,0.0189,0.0189,5,"[128, 16, 16, 128, 128]",linear,adam
5,colors_equate_3_126,colors,7,CH-controlled,AD-controlled,Congruent,50,0.85,0.85,0.6655,0.6655,3,"[16, 32, 32]",relu,adagrad
6,colors_equate_3_127,colors,7,CH-controlled,AD-controlled,Congruent,50,1.0,1.0,0.0047,0.0047,5,"[32, 32, 64, 128, 128]",elu,adam
7,colors_equate_3_128,colors,7,CH-controlled,AD-controlled,Congruent,50,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
8,colors_equate_3_129,colors,7,CH-controlled,AD-controlled,Congruent,50,0.35,0.35,0.6869,0.6869,3,"[16, 16, 64]",relu,adagrad
9,colors_equate_3_130,colors,7,CH-controlled,AD-controlled,Congruent,50,1.0,1.0,0.0392,0.0392,5,"[32, 32, 16, 128, 128]",linear,adam
10,colors_equate_3_131,colors,7,CH-controlled,AD-controlled,Congruent,50,0.55,0.55,0.6349,0.6349,5,"[16, 16, 64, 16, 16]",linear,adam
11,colors_equate_3_132,colors,7,CH-controlled,AD-controlled,Congruent,50,0.45,0.45,0.6949,0.6949,5,"[32, 32, 64, 128, 128]",linear,adadelta
12,colors_equate_3_133,colors,7,CH-controlled,AD-controlled,Congruent,50,1.0,1.0,0.552,0.552,2,"[128, 16]",linear,adagrad
13,colors_equate_3_134,colors,7,CH-controlled,AD-controlled,Congruent,50,1.0,1.0,0.0079,0.0079,5,"[64, 16, 64, 128, 128]",linear,adagrad
14,colors_equate_3_135,colors,7,CH-controlled,AD-controlled,Congruent,50,0.5,0.5,27.3378,27.3378,2,"[32, 128]",softplus,adam
15,colors_equate_3_136,colors,7,CH-controlled,AD-controlled,Congruent,50,1.0,1.0,0.0073,0.0073,5,"[64, 16, 64, 16, 128]",linear,adam
16,colors_equate_3_137,colors,7,CH-controlled,AD-controlled,Congruent,50,0.5,0.5,1.971,1.971,2,"[64, 128]",hard_sigmoid,nadam
17,colors_equate_3_138,colors,7,CH-controlled,AD-controlled,Congruent,50,1.0,1.0,0.3872,0.3872,4,"[128, 128, 64, 128]",relu,nadam
18,colors_equate_3_139,colors,7,CH-controlled,AD-controlled,Congruent,50,1.0,1.0,0.3874,0.3874,5,"[32, 64, 32, 16, 32]",linear,adagrad
19,colors_equate_3_140,colors,7,CH-controlled,AD-controlled,Congruent,50,0.5,0.5,1.988,1.988,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
20,colors_equate_3_121,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.0064,0.0064,2,"[128, 128]",linear,adam
21,colors_equate_3_122,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.5735,0.5735,3,"[16, 16, 32]",relu,adagrad
22,colors_equate_3_123,colors,7,CH-controlled,AD-controlled,Incongruent,50,0.85,0.85,0.6506,0.6506,5,"[32, 16, 64, 128, 128]",relu,adagrad
23,colors_equate_3_124,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.7442,0.7442,4,"[16, 128, 64, 128]",linear,nadam
24,colors_equate_3_125,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.0177,0.0177,5,"[128, 16, 16, 128, 128]",linear,adam
25,colors_equate_3_126,colors,7,CH-controlled,AD-controlled,Incongruent,50,0.85,0.85,0.6538,0.6538,3,"[16, 32, 32]",relu,adagrad
26,colors_equate_3_127,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.003,0.003,5,"[32, 32, 64, 128, 128]",elu,adam
27,colors_equate_3_128,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
28,colors_equate_3_129,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.543,0.543,3,"[16, 16, 64]",relu,adagrad
29,colors_equate_3_130,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.05,0.05,5,"[32, 32, 16, 128, 128]",linear,adam
30,colors_equate_3_131,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.564,0.564,5,"[16, 16, 64, 16, 16]",linear,adam
31,colors_equate_3_132,colors,7,CH-controlled,AD-controlled,Incongruent,50,0.6,0.6,0.6845,0.6845,5,"[32, 32, 64, 128, 128]",linear,adadelta
32,colors_equate_3_133,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.5494,0.5494,2,"[128, 16]",linear,adagrad
33,colors_equate_3_134,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.0123,0.0123,5,"[64, 16, 64, 128, 128]",linear,adagrad
34,colors_equate_3_135,colors,7,CH-controlled,AD-controlled,Incongruent,50,0.65,0.65,25.2158,25.2158,2,"[32, 128]",softplus,adam
35,colors_equate_3_136,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.0079,0.0079,5,"[64, 16, 64, 16, 128]",linear,adam
36,colors_equate_3_137,colors,7,CH-controlled,AD-controlled,Incongruent,50,0.65,0.65,1.3857,1.3857,2,"[64, 128]",hard_sigmoid,nadam
37,colors_equate_3_138,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.2786,0.2786,4,"[128, 128, 64, 128]",relu,nadam
38,colors_equate_3_139,colors,7,CH-controlled,AD-controlled,Incongruent,50,1.0,1.0,0.3431,0.3431,5,"[32, 64, 32, 16, 32]",linear,adagrad
39,colors_equate_3_140,colors,7,CH-controlled,AD-controlled,Incongruent,50,0.65,0.65,1.4069,1.4069,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
40,colors_equate_3_121,colors,7,CH-controlled,AD-controlled,Congruent,56,1.0,1.0,0.0352,0.0352,2,"[128, 128]",linear,adam
41,colors_equate_3_122,colors,7,CH-controlled,AD-controlled,Congruent,56,0.35,0.35,0.7021,0.7021,3,"[16, 16, 32]",relu,adagrad
42,colors_equate_3_123,colors,7,CH-controlled,AD-controlled,Congruent,56,0.35,0.35,0.695,0.695,5,"[32, 16, 64, 128, 128]",relu,adagrad
43,colors_equate_3_124,colors,7,CH-controlled,AD-controlled,Congruent,56,1.0,1.0,0.7487,0.7487,4,"[16, 128, 64, 128]",linear,nadam
44,colors_equate_3_125,colors,7,CH-controlled,AD-controlled,Congruent,56,1.0,1.0,0.0461,0.0461,5,"[128, 16, 16, 128, 128]",linear,adam
45,colors_equate_3_126,colors,7,CH-controlled,AD-controlled,Congruent,56,0.85,0.85,0.671,0.671,3,"[16, 32, 32]",relu,adagrad
46,colors_equate_3_127,colors,7,CH-controlled,AD-controlled,Congruent,56,1.0,1.0,0.0137,0.0137,5,"[32, 32, 64, 128, 128]",elu,adam
47,colors_equate_3_128,colors,7,CH-controlled,AD-controlled,Congruent,56,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
48,colors_equate_3_129,colors,7,CH-controlled,AD-controlled,Congruent,56,0.35,0.35,0.6787,0.6787,3,"[16, 16, 64]",relu,adagrad
49,colors_equate_3_130,colors,7,CH-controlled,AD-controlled,Congruent,56,0.95,0.95,0.0937,0.0937,5,"[32, 32, 16, 128, 128]",linear,adam
50,colors_equate_3_131,colors,7,CH-controlled,AD-controlled,Congruent,56,0.7,0.7,0.6517,0.6517,5,"[16, 16, 64, 16, 16]",linear,adam
51,colors_equate_3_132,colors,7,CH-controlled,AD-controlled,Congruent,56,0.6,0.6,0.6884,0.6884,5,"[32, 32, 64, 128, 128]",linear,adadelta
52,colors_equate_3_133,colors,7,CH-controlled,AD-controlled,Congruent,56,0.95,0.95,0.5714,0.5714,2,"[128, 16]",linear,adagrad
53,colors_equate_3_134,colors,7,CH-controlled,AD-controlled,Congruent,56,1.0,1.0,0.0232,0.0232,5,"[64, 16, 64, 128, 128]",linear,adagrad
54,colors_equate_3_135,colors,7,CH-controlled,AD-controlled,Congruent,56,0.5,0.5,27.333,27.333,2,"[32, 128]",softplus,adam
55,colors_equate_3_136,colors,7,CH-controlled,AD-controlled,Congruent,56,1.0,1.0,0.0243,0.0243,5,"[64, 16, 64, 16, 128]",linear,adam
56,colors_equate_3_137,colors,7,CH-controlled,AD-controlled,Congruent,56,0.5,0.5,1.971,1.971,2,"[64, 128]",hard_sigmoid,nadam
57,colors_equate_3_138,colors,7,CH-controlled,AD-controlled,Congruent,56,1.0,1.0,0.4027,0.4027,4,"[128, 128, 64, 128]",relu,nadam
58,colors_equate_3_139,colors,7,CH-controlled,AD-controlled,Congruent,56,1.0,1.0,0.4031,0.4031,5,"[32, 64, 32, 16, 32]",linear,adagrad
59,colors_equate_3_140,colors,7,CH-controlled,AD-controlled,Congruent,56,0.5,0.5,1.988,1.988,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
60,colors_equate_3_121,colors,7,CH-controlled,AD-controlled,Incongruent,56,1.0,1.0,0.0047,0.0047,2,"[128, 128]",linear,adam
61,colors_equate_3_122,colors,7,CH-controlled,AD-controlled,Incongruent,56,0.95,0.95,0.5858,0.5858,3,"[16, 16, 32]",relu,adagrad
62,colors_equate_3_123,colors,7,CH-controlled,AD-controlled,Incongruent,56,0.85,0.85,0.6553,0.6553,5,"[32, 16, 64, 128, 128]",relu,adagrad
63,colors_equate_3_124,colors,7,CH-controlled,AD-controlled,Incongruent,56,1.0,1.0,0.6839,0.6839,4,"[16, 128, 64, 128]",linear,nadam
64,colors_equate_3_125,colors,7,CH-controlled,AD-controlled,Incongruent,56,1.0,1.0,0.0146,0.0146,5,"[128, 16, 16, 128, 128]",linear,adam
65,colors_equate_3_126,colors,7,CH-controlled,AD-controlled,Incongruent,56,0.8,0.8,0.6617,0.6617,3,"[16, 32, 32]",relu,adagrad
66,colors_equate_3_127,colors,7,CH-controlled,AD-controlled,Incongruent,56,1.0,1.0,0.0014,0.0014,5,"[32, 32, 64, 128, 128]",elu,adam
67,colors_equate_3_128,colors,7,CH-controlled,AD-controlled,Incongruent,56,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
68,colors_equate_3_129,colors,7,CH-controlled,AD-controlled,Incongruent,56,0.95,0.95,0.5404,0.5404,3,"[16, 16, 64]",relu,adagrad
69,colors_equate_3_130,colors,7,CH-controlled,AD-controlled,Incongruent,56,1.0,1.0,0.0236,0.0236,5,"[32, 32, 16, 128, 128]",linear,adam
70,colors_equate_3_131,colors,7,CH-controlled,AD-controlled,Incongruent,56,0.9,0.9,0.5809,0.5809,5,"[16, 16, 64, 16, 16]",linear,adam
71,colors_equate_3_132,colors,7,CH-controlled,AD-controlled,Incongruent,56,0.5,0.5,0.6934,0.6934,5,"[32, 32, 64, 128, 128]",linear,adadelta
72,colors_equate_3_133,colors,7,CH-controlled,AD-controlled,Incongruent,56,1.0,1.0,0.5378,0.5378,2,"[128, 16]",linear,adagrad
73,colors_equate_3_134,colors,7,CH-controlled,AD-controlled,Incongruent,56,1.0,1.0,0.0076,0.0076,5,"[64, 16, 64, 128, 128]",linear,adagrad
74,colors_equate_3_135,colors,7,CH-controlled,AD-controlled,Incongruent,56,0.5,0.5,27.342,27.342,2,"[32, 128]",softplus,adam
75,colors_equate_3_136,colors,7,CH-controlled,AD-controlled,Incongruent,56,1.0,1.0,0.0031,0.0031,5,"[64, 16, 64, 16, 128]",linear,adam
76,colors_equate_3_137,colors,7,CH-controlled,AD-controlled,Incongruent,56,0.5,0.5,1.971,1.971,2,"[64, 128]",hard_sigmoid,nadam
77,colors_equate_3_138,colors,7,CH-controlled,AD-controlled,Incongruent,56,1.0,1.0,0.2873,0.2873,4,"[128, 128, 64, 128]",relu,nadam
78,colors_equate_3_139,colors,7,CH-controlled,AD-controlled,Incongruent,56,1.0,1.0,0.3445,0.3445,5,"[32, 64, 32, 16, 32]",linear,adagrad
79,colors_equate_3_140,colors,7,CH-controlled,AD-controlled,Incongruent,56,0.5,0.5,1.988,1.988,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
80,colors_equate_3_121,colors,7,CH-controlled,AD-controlled,Congruent,63,1.0,1.0,0.0077,0.0077,2,"[128, 128]",linear,adam
81,colors_equate_3_122,colors,7,CH-controlled,AD-controlled,Congruent,63,0.5,0.5,0.6552,0.6552,3,"[16, 16, 32]",relu,adagrad
82,colors_equate_3_123,colors,7,CH-controlled,AD-controlled,Congruent,63,0.5,0.5,0.6776,0.6776,5,"[32, 16, 64, 128, 128]",relu,adagrad
83,colors_equate_3_124,colors,7,CH-controlled,AD-controlled,Congruent,63,1.0,1.0,0.8389,0.8389,4,"[16, 128, 64, 128]",linear,nadam
84,colors_equate_3_125,colors,7,CH-controlled,AD-controlled,Congruent,63,1.0,1.0,0.0188,0.0188,5,"[128, 16, 16, 128, 128]",linear,adam
85,colors_equate_3_126,colors,7,CH-controlled,AD-controlled,Congruent,63,0.7,0.7,0.6746,0.6746,3,"[16, 32, 32]",relu,adagrad
86,colors_equate_3_127,colors,7,CH-controlled,AD-controlled,Congruent,63,1.0,1.0,0.0035,0.0035,5,"[32, 32, 64, 128, 128]",elu,adam
87,colors_equate_3_128,colors,7,CH-controlled,AD-controlled,Congruent,63,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
88,colors_equate_3_129,colors,7,CH-controlled,AD-controlled,Congruent,63,0.55,0.55,0.6082,0.6082,3,"[16, 16, 64]",relu,adagrad
89,colors_equate_3_130,colors,7,CH-controlled,AD-controlled,Congruent,63,1.0,1.0,0.0362,0.0362,5,"[32, 32, 16, 128, 128]",linear,adam
90,colors_equate_3_131,colors,7,CH-controlled,AD-controlled,Congruent,63,0.75,0.75,0.6181,0.6181,5,"[16, 16, 64, 16, 16]",linear,adam
91,colors_equate_3_132,colors,7,CH-controlled,AD-controlled,Congruent,63,0.35,0.35,0.7056,0.7056,5,"[32, 32, 64, 128, 128]",linear,adadelta
92,colors_equate_3_133,colors,7,CH-controlled,AD-controlled,Congruent,63,1.0,1.0,0.5642,0.5642,2,"[128, 16]",linear,adagrad
93,colors_equate_3_134,colors,7,CH-controlled,AD-controlled,Congruent,63,1.0,1.0,0.0061,0.0061,5,"[64, 16, 64, 128, 128]",linear,adagrad
94,colors_equate_3_135,colors,7,CH-controlled,AD-controlled,Congruent,63,0.35,0.35,29.4631,29.4631,2,"[32, 128]",softplus,adam
95,colors_equate_3_136,colors,7,CH-controlled,AD-controlled,Congruent,63,1.0,1.0,0.0062,0.0062,5,"[64, 16, 64, 16, 128]",linear,adam
96,colors_equate_3_137,colors,7,CH-controlled,AD-controlled,Congruent,63,0.35,0.35,2.5563,2.5563,2,"[64, 128]",hard_sigmoid,nadam
97,colors_equate_3_138,colors,7,CH-controlled,AD-controlled,Congruent,63,1.0,1.0,0.3538,0.3538,4,"[128, 128, 64, 128]",relu,nadam
98,colors_equate_3_139,colors,7,CH-controlled,AD-controlled,Congruent,63,1.0,1.0,0.3834,0.3834,5,"[32, 64, 32, 16, 32]",linear,adagrad
99,colors_equate_3_140,colors,7,CH-controlled,AD-controlled,Congruent,63,0.35,0.35,2.5691,2.5691,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
100,colors_equate_3_121,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.0025,0.0025,2,"[128, 128]",linear,adam
101,colors_equate_3_122,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.5732,0.5732,3,"[16, 16, 32]",relu,adagrad
102,colors_equate_3_123,colors,7,CH-controlled,AD-controlled,Incongruent,63,0.85,0.85,0.6417,0.6417,5,"[32, 16, 64, 128, 128]",relu,adagrad
103,colors_equate_3_124,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.5195,0.5195,4,"[16, 128, 64, 128]",linear,nadam
104,colors_equate_3_125,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.0076,0.0076,5,"[128, 16, 16, 128, 128]",linear,adam
105,colors_equate_3_126,colors,7,CH-controlled,AD-controlled,Incongruent,63,0.85,0.85,0.6544,0.6544,3,"[16, 32, 32]",relu,adagrad
106,colors_equate_3_127,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.0005,0.0005,5,"[32, 32, 64, 128, 128]",elu,adam
107,colors_equate_3_128,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
108,colors_equate_3_129,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.5183,0.5183,3,"[16, 16, 64]",relu,adagrad
109,colors_equate_3_130,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.0226,0.0226,5,"[32, 32, 16, 128, 128]",linear,adam
110,colors_equate_3_131,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.5603,0.5603,5,"[16, 16, 64, 16, 16]",linear,adam
111,colors_equate_3_132,colors,7,CH-controlled,AD-controlled,Incongruent,63,0.7,0.7,0.6847,0.6847,5,"[32, 32, 64, 128, 128]",linear,adadelta
112,colors_equate_3_133,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.5306,0.5306,2,"[128, 16]",linear,adagrad
113,colors_equate_3_134,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.0044,0.0044,5,"[64, 16, 64, 128, 128]",linear,adagrad
114,colors_equate_3_135,colors,7,CH-controlled,AD-controlled,Incongruent,63,0.65,0.65,25.2156,25.2156,2,"[32, 128]",softplus,adam
115,colors_equate_3_136,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.0015,0.0015,5,"[64, 16, 64, 16, 128]",linear,adam
116,colors_equate_3_137,colors,7,CH-controlled,AD-controlled,Incongruent,63,0.65,0.65,1.3857,1.3857,2,"[64, 128]",hard_sigmoid,nadam
117,colors_equate_3_138,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.2568,0.2568,4,"[128, 128, 64, 128]",relu,nadam
118,colors_equate_3_139,colors,7,CH-controlled,AD-controlled,Incongruent,63,1.0,1.0,0.3218,0.3218,5,"[32, 64, 32, 16, 32]",linear,adagrad
119,colors_equate_3_140,colors,7,CH-controlled,AD-controlled,Incongruent,63,0.65,0.65,1.4069,1.4069,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
120,colors_equate_3_121,colors,7,CH-controlled,AD-controlled,Congruent,71,1.0,1.0,0.0213,0.0213,2,"[128, 128]",linear,adam
121,colors_equate_3_122,colors,7,CH-controlled,AD-controlled,Congruent,71,0.75,0.75,0.604,0.604,3,"[16, 16, 32]",relu,adagrad
122,colors_equate_3_123,colors,7,CH-controlled,AD-controlled,Congruent,71,0.7,0.7,0.6484,0.6484,5,"[32, 16, 64, 128, 128]",relu,adagrad
123,colors_equate_3_124,colors,7,CH-controlled,AD-controlled,Congruent,71,1.0,1.0,0.6654,0.6654,4,"[16, 128, 64, 128]",linear,nadam
124,colors_equate_3_125,colors,7,CH-controlled,AD-controlled,Congruent,71,1.0,1.0,0.0302,0.0302,5,"[128, 16, 16, 128, 128]",linear,adam
125,colors_equate_3_126,colors,7,CH-controlled,AD-controlled,Congruent,71,0.85,0.85,0.6573,0.6573,3,"[16, 32, 32]",relu,adagrad
126,colors_equate_3_127,colors,7,CH-controlled,AD-controlled,Congruent,71,1.0,1.0,0.0053,0.0053,5,"[32, 32, 64, 128, 128]",elu,adam
127,colors_equate_3_128,colors,7,CH-controlled,AD-controlled,Congruent,71,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
128,colors_equate_3_129,colors,7,CH-controlled,AD-controlled,Congruent,71,0.8,0.8,0.5484,0.5484,3,"[16, 16, 64]",relu,adagrad
129,colors_equate_3_130,colors,7,CH-controlled,AD-controlled,Congruent,71,1.0,1.0,0.0561,0.0561,5,"[32, 32, 16, 128, 128]",linear,adam
130,colors_equate_3_131,colors,7,CH-controlled,AD-controlled,Congruent,71,0.85,0.85,0.5594,0.5594,5,"[16, 16, 64, 16, 16]",linear,adam
131,colors_equate_3_132,colors,7,CH-controlled,AD-controlled,Congruent,71,0.65,0.65,0.6793,0.6793,5,"[32, 32, 64, 128, 128]",linear,adadelta
132,colors_equate_3_133,colors,7,CH-controlled,AD-controlled,Congruent,71,1.0,1.0,0.5561,0.5561,2,"[128, 16]",linear,adagrad
133,colors_equate_3_134,colors,7,CH-controlled,AD-controlled,Congruent,71,1.0,1.0,0.035,0.035,5,"[64, 16, 64, 128, 128]",linear,adagrad
134,colors_equate_3_135,colors,7,CH-controlled,AD-controlled,Congruent,71,0.55,0.55,26.6262,26.6262,2,"[32, 128]",softplus,adam
135,colors_equate_3_136,colors,7,CH-controlled,AD-controlled,Congruent,71,1.0,1.0,0.0176,0.0176,5,"[64, 16, 64, 16, 128]",linear,adam
136,colors_equate_3_137,colors,7,CH-controlled,AD-controlled,Congruent,71,0.55,0.55,1.7759,1.7759,2,"[64, 128]",hard_sigmoid,nadam
137,colors_equate_3_138,colors,7,CH-controlled,AD-controlled,Congruent,71,1.0,1.0,0.325,0.325,4,"[128, 128, 64, 128]",relu,nadam
138,colors_equate_3_139,colors,7,CH-controlled,AD-controlled,Congruent,71,1.0,1.0,0.3529,0.3529,5,"[32, 64, 32, 16, 32]",linear,adagrad
139,colors_equate_3_140,colors,7,CH-controlled,AD-controlled,Congruent,71,0.55,0.55,1.7943,1.7943,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
140,colors_equate_3_121,colors,7,CH-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.0099,0.0099,2,"[128, 128]",linear,adam
141,colors_equate_3_122,colors,7,CH-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.5964,0.5964,3,"[16, 16, 32]",relu,adagrad
142,colors_equate_3_123,colors,7,CH-controlled,AD-controlled,Incongruent,71,0.8,0.8,0.6566,0.6566,5,"[32, 16, 64, 128, 128]",relu,adagrad
143,colors_equate_3_124,colors,7,CH-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.6944,0.6944,4,"[16, 128, 64, 128]",linear,nadam
144,colors_equate_3_125,colors,7,CH-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.0331,0.0331,5,"[128, 16, 16, 128, 128]",linear,adam
145,colors_equate_3_126,colors,7,CH-controlled,AD-controlled,Incongruent,71,0.95,0.95,0.6557,0.6557,3,"[16, 32, 32]",relu,adagrad
146,colors_equate_3_127,colors,7,CH-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.0065,0.0065,5,"[32, 32, 64, 128, 128]",elu,adam
147,colors_equate_3_128,colors,7,CH-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
148,colors_equate_3_129,colors,7,CH-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.5565,0.5565,3,"[16, 16, 64]",relu,adagrad
149,colors_equate_3_130,colors,7,CH-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.0543,0.0543,5,"[32, 32, 16, 128, 128]",linear,adam
150,colors_equate_3_131,colors,7,CH-controlled,AD-controlled,Incongruent,71,0.95,0.95,0.5991,0.5991,5,"[16, 16, 64, 16, 16]",linear,adam
151,colors_equate_3_132,colors,7,CH-controlled,AD-controlled,Incongruent,71,0.4,0.4,0.6895,0.6895,5,"[32, 32, 64, 128, 128]",linear,adadelta
152,colors_equate_3_133,colors,7,CH-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.5581,0.5581,2,"[128, 16]",linear,adagrad
153,colors_equate_3_134,colors,7,CH-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.0142,0.0142,5,"[64, 16, 64, 128, 128]",linear,adagrad
154,colors_equate_3_135,colors,7,CH-controlled,AD-controlled,Incongruent,71,0.5,0.5,27.3353,27.3353,2,"[32, 128]",softplus,adam
155,colors_equate_3_136,colors,7,CH-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.0131,0.0131,5,"[64, 16, 64, 16, 128]",linear,adam
156,colors_equate_3_137,colors,7,CH-controlled,AD-controlled,Incongruent,71,0.5,0.5,1.971,1.971,2,"[64, 128]",hard_sigmoid,nadam
157,colors_equate_3_138,colors,7,CH-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.3247,0.3247,4,"[128, 128, 64, 128]",relu,nadam
